"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20151",2840274,52,2,"1",.,"A",1,"E","140","D"
"20151",2840274,52,3,"1",.,"A",53,"E","150","D"
"20151",2840274,52,4,"1",.,"A",4,"E","160","D"
"20151",2840274,52,5,"1",.,"A",4,"E","170","D"
"20151",2840274,52,6,"1",.,"A",453,"E","180","D"
"20151",2840274,52,7,"1",.,"A",6,"E","190","D"
"20151",2840274,52,8,"1",.,"A",6,"E","200","D"
"20151",2840274,52,9,"1",.,"A",7,"E","210","D"
"20151",2840274,52,10,"1",.,"A",10,"E","220","D"
"20151",2841094,81,0,"1",.,"A",.,"H",,"A"
"20151",2841094,81,1,"1",.,"A",25,"E","120","D"
"20151",2841094,81,2,"1",.,"A",94,"E","130","D"
"20151",2841094,81,3,"1",.,"A",3,"E","140","D"
"20151",2841094,81,4,"1",.,"A",174,"E","150","D"
"20151",2841094,81,5,"1",.,"A",22,"E","160","D"
"20151",2841094,81,6,"1",.,"A",16,"E","170","D"
"20151",2841094,81,7,"1",.,"A",93,"E","180","D"
"20151",2841094,81,8,"1",.,"A",23,"E","190","D"
"20151",2841284,28,0,"1",.,"A",.,"H",,"A"
"20151",2841284,28,1,"1",.,"A",6,"E","120","D"
"20151",2841284,28,2,"1",.,"A",1,"E","140","D"
"20151",2841284,28,3,"1",.,"A",50,"E","150","D"
"20151",2841284,28,4,"1",.,"A",10,"E","160","D"
"20151",2841284,28,5,"1",.,"A",16,"E","170","D"
"20151",2841284,28,6,"1",.,"A",36,"E","180","D"
"20151",2841284,28,7,"1",.,"A",6,"E","190","D"
"20151",2841634,40,0,"1",.,"A",.,"H",,"A"
"20151",2841634,40,1,"1",.,"A",3,"E","120","D"
"20151",2841634,40,2,"1",.,"A",9,"E","150","D"
"20151",2841634,40,3,"1",.,"A",2,"E","160","D"
"20151",2841634,40,4,"1",.,"A",3,"E","170","D"
"20151",2841634,40,5,"1",.,"A",7,"E","180","D"
"20151",2841634,40,6,"1",.,"A",1,"E","190","D"
"20151",2844224,9,0,"1",.,"A",.,"H",,"A"
"20151",2844224,9,1,"1",.,"A",20,"E","100","D"
"20151",2844224,9,2,"1",.,"A",8,"E","110","D"
"20151",2844224,9,3,"1",.,"A",11,"E","120","D"
"20151",2844224,9,4,"1",.,"A",2,"E","140","D"
"20151",2844224,9,5,"1",.,"A",83,"E","150","D"
"20151",2844224,9,6,"1",.,"A",5,"E","160","D"
"20151",2844224,9,7,"1",.,"A",10,"E","170","D"
"20151",2844224,9,8,"1",.,"A",11,"E","190","D"
"20151",2844574,54,0,"1",.,"A",.,"H",,"A"
"20151",2844574,54,1,"1",.,"A",169,"E","100","D"
"20151",2844574,54,2,"1",.,"A",51,"E","110","D"
"20151",2844574,54,3,"1",.,"A",63,"E","120","D"
"20151",2844574,54,4,"1",.,"A",294,"E","130","D"
"20151",2844574,54,5,"1",.,"A",11,"E","140","D"
"20151",2844574,54,6,"1",.,"A",529,"E","150","D"
"20151",2844574,54,7,"1",.,"A",67,"E","160","D"
"20151",2844574,54,8,"1",.,"A",51,"E","170","D"
"20151",2844574,54,9,"1",.,"A",284,"E","180","D"
"20151",2844574,54,10,"1",.,"A",70,"E","190","D"
"20151",2844574,54,11,"1",.,"A",85,"E","200","D"
"20151",2844574,54,12,"1",.,"A",111,"E","210","D"
"20151",2844574,54,13,"1",.,"A",115,"E","220","D"
"20151",2845134,100,0,"1",.,"A",.,"H",,"A"
"20151",2845134,100,1,"1",.,"A",7,"E","120","D"
"20151",2845134,100,2,"1",.,"A",33,"E","150","D"
"20151",2845134,100,3,"1",.,"A",4,"E","160","D"
"20151",2845134,100,4,"1",.,"A",3,"E","170","D"
"20151",2845134,100,5,"1",.,"A",17,"E","180","D"
"20151",2845134,100,6,"1",.,"A",4,"E","190","D"
"20151",2845304,21,0,"1",.,"A",.,"H",,"A"
"20151",2845304,21,1,"1",.,"A",13,"E","120","D"
"20151",2845304,21,2,"1",.,"A",7,"E","140","D"
"20151",2845304,21,3,"1",.,"A",71,"E","150","D"
"20151",2845304,21,4,"1",.,"A",16,"E","160","D"
"20151",2845304,21,5,"1",.,"A",28,"E","170","D"
"20151",2845304,21,6,"1",.,"A",137,"E","180","D"
"20151",2845304,21,7,"1",.,"A",6,"E","190","D"
"20151",2845454,33,0,"1",.,"A",.,"H",,"A"
"20151",2845454,33,1,"1",.,"A",4,"E","120","D"
"20151",2845454,33,2,"1",.,"A",32,"E","150","D"
"20151",2845454,33,3,"1",.,"A",3,"E","160","D"
"20151",2845454,33,4,"1",.,"A",6,"E","170","D"
"20151",2845454,33,5,"1",.,"A",301,"E","180","D"
"20151",2845454,33,6,"1",.,"A",4,"E","190","D"
"20151",2846584,45,0,"1",.,"A",.,"H",,"A"
"20151",2846584,45,1,"1",.,"A",3619,"E","100","D"
"20151",2846584,45,2,"1",.,"A",1073,"E","110","D"
"20151",2846584,45,3,"1",.,"A",1044,"E","120","D"
"20151",2846584,45,4,"1",.,"A",4465,"U","130","D"
"20151",2846584,45,5,"1",.,"A",123,"E","140","D"
"20151",2846584,45,6,"1",.,"A",7280,"E","150","D"
"20151",2846584,45,7,"1",.,"A",592,"E","160","D"
"20151",2846584,45,8,"1",.,"A",622,"E","170","D"
"20151",2846584,45,9,"1",.,"A",1093,"E","190","D"
"20151",2847154,31,0,"1",.,"A",.,"H",,"A"
"20151",2847154,31,1,"1",.,"A",72,"E","100","D"
"20151",2847154,31,2,"1",.,"A",21,"E","110","D"
"20151",2847154,31,3,"1",.,"A",20,"E","120","D"
"20151",2847154,31,4,"1",.,"A",96,"E","130","D"
"20151",2847154,31,5,"1",.,"A",2,"E","140","D"
"20151",2847154,31,6,"1",.,"A",145,"E","150","D"
"20151",2847154,31,7,"1",.,"A",11,"E","160","D"
"20151",2847154,31,8,"1",.,"A",12,"E","170","D"
"20151",2847154,31,9,"1",.,"A",21,"E","190","D"
"20151",2868385,17,0,"1",.,"A",.,"H",,"A"
"20151",2868385,17,1,"1",.,"A",4,"E","120","D"
"20151",2868385,17,2,"1",.,"A",4,"E","150","D"
"20151",2868385,17,3,"1",.,"A",92,"E","180","D"
"20151",2868814,102,0,"1",.,"A",.,"H",,"A"
"20151",2868814,102,1,"1",.,"A",160,"E","130","D"
"20151",2875024,59,0,"1",.,"A",.,"H",,"A"
"20151",2875024,59,1,"1",.,"A",33,"E","120","D"
"20151",2875024,59,2,"1",.,"A",5,"E","140","D"
"20151",2875024,59,3,"1",.,"A",283,"E","150","D"
"20151",2875024,59,4,"1",.,"A",35,"E","160","D"
"20151",2875024,59,5,"1",.,"A",27,"E","170","D"
"20151",2875024,59,6,"1",.,"A",150,"E","180","D"
"20151",2875024,59,7,"1",.,"A",37,"E","190","D"
"20151",2876074,66,0,"1",.,"A",.,"H",,"A"
"20151",2876074,66,1,"1",.,"A",33,"E","120","D"
"20151",2876074,66,2,"1",.,"A",4,"E","140","D"
"20151",2876074,66,3,"1",.,"A",236,"E","150","D"
"20151",2876074,66,4,"1",.,"A",19,"E","160","D"
"20151",2876074,66,5,"1",.,"A",23,"E","170","D"
"20151",2876074,66,6,"1",.,"A",35,"E","190","D"
"20151",2876544,68,0,"1",.,"A",.,"H",,"A"
"20151",2876544,68,1,"1",.,"A",27,"E","200","D"
"20151",2876544,68,2,"1",.,"A",36,"E","210","D"
"20151",2876544,68,3,"1",.,"A",37,"E","220","D"
"20151",2903653,80,0,"1",2,"D",.,"H",,"A"
"20151",2903653,80,1,"1",.,"A",61,"E","120","D"
"20151",2903653,80,2,"1",.,"A",11,"E","140","D"
"20151",2903653,80,3,"1",.,"A",434,"E","150","D"
"20151",2903653,80,4,"1",.,"A",99,"E","160","D"
"20151",2903653,80,5,"1",.,"A",152,"E","170","D"
"20151",2903653,80,6,"1",.,"A",331,"E","180","D"
"20151",2903653,80,7,"1",.,"A",62,"E","190","D"
"20151",2903703,44,0,"1",1,"D",.,"H",,"A"
"20151",2903703,44,1,"1",.,"A",1,"E","120","D"
"20151",2903703,44,2,"1",.,"A",9,"E","150","D"
"20151",2903703,44,3,"1",.,"A",3,"E","160","D"
"20151",2903703,44,4,"1",.,"A",86,"E","180","D"
"20151",2903703,44,5,"1",.,"A",1,"E","190","D"
"20151",2907393,58,0,"1",1,"D",.,"H",,"A"
"20151",2907393,58,1,"1",.,"A",16,"E","100","D"
"20151",2907393,58,2,"1",.,"A",4,"E","110","D"
"20151",2909703,69,0,"1",1,"D",.,"H",,"A"
"20151",2909703,69,1,"1",.,"A",17,"E","100","D"
"20151",2909703,69,2,"1",.,"A",3,"E","110","D"
"20151",2909703,69,3,"1",.,"A",6,"E","120","D"
"20151",2909703,69,4,"1",.,"A",1,"E","140","D"
"20151",2909703,69,5,"1",.,"A",46,"E","150","D"
"20151",2909703,69,6,"1",.,"A",10,"E","160","D"
"20151",2909703,69,7,"1",.,"A",16,"E","170","D"
"20151",2909703,69,8,"1",.,"A",35,"E","180","D"
"20151",2909703,69,9,"1",.,"A",6,"E","190","D"
"20151",2922513,65,0,"1",.,"A",.,"H",,"A"
"20151",2922513,65,1,"1",.,"A",11,"E","120","D"
"20151",2922513,65,2,"1",.,"A",2,"E","140","D"
"20151",2922513,65,3,"1",.,"A",101,"E","150","D"
"20151",2922513,65,4,"1",.,"A",12,"E","160","D"
"20151",2922513,65,5,"1",.,"A",9,"E","170","D"
"20151",2922513,65,6,"1",.,"A",52,"E","180","D"
"20151",2922513,65,7,"1",.,"A",13,"E","190","D"
"20151",2922903,33,0,"1",.,"A",.,"H",,"A"
"20151",2922903,33,1,"1",.,"A",120,"E","130","D"
"20151",2924413,77,0,"1",.,"A",.,"H",,"A"
"20151",2924413,77,1,"1",.,"A",5,"E","120","D"
"20151",2924413,77,2,"1",.,"A",24,"E","150","D"
"20151",2924413,77,3,"1",.,"A",3,"E","160","D"
"20151",2924413,77,4,"1",.,"A",2,"E","170","D"
"20151",2924413,77,5,"1",.,"A",13,"E","180","D"
"20151",2924413,77,6,"1",.,"A",3,"E","190","D"
"20151",2924533,99,0,"1",.,"A",.,"H",,"A"
"20151",2924533,99,1,"1",.,"A",66,"E","120","D"
"20151",2924533,99,2,"1",.,"A",7,"E","140","D"
"20151",2924533,99,3,"1",.,"A",439,"E","150","D"
"20151",2924533,99,4,"1",.,"A",35,"E","160","D"
"20151",2924533,99,5,"1",.,"A",37,"E","170","D"
"20151",2924533,99,6,"1",.,"A",66,"E","190","D"
"20151",2924993,30,0,"1",.,"A",.,"H",,"A"
"20151",2924993,30,1,"1",.,"A",234,"E","100","D"
"20151",2924993,30,2,"1",.,"A",76,"E","110","D"
"20151",2924993,30,3,"1",.,"A",87,"E","120","D"
"20151",2924993,30,4,"1",.,"A",398,"E","130","D"
"20151",2924993,30,5,"1",.,"A",15,"E","140","D"
"20151",2924993,30,6,"1",.,"A",734,"E","150","D"
"20151",2924993,30,7,"1",.,"A",93,"E","160","D"
"20151",2924993,30,8,"1",.,"A",71,"E","170","D"
"20151",2924993,30,9,"1",.,"A",394,"E","180","D"
"20151",2924993,30,10,"1",.,"A",98,"E","190","D"
"20151",2925773,44,0,"1",.,"A",.,"H",,"A"
"20151",2925773,44,1,"1",.,"A",10,"E","200","D"
"20151",2925773,44,2,"1",.,"A",13,"E","210","D"
"20151",2925773,44,3,"1",.,"A",17,"E","220","D"
"20151",2925813,74,0,"1",.,"A",.,"H",,"A"
"20151",2925813,74,1,"1",.,"A",8,"E","120","D"
"20151",2925813,74,2,"1",.,"A",27,"E","150","D"
"20151",2925813,74,3,"1",.,"A",2,"E","160","D"
"20151",2925813,74,4,"1",.,"A",2,"E","170","D"
"20151",2925813,74,5,"1",.,"A",254,"E","180","D"
"20151",2925813,74,6,"1",.,"A",3,"E","190","D"
"20151",2926623,48,0,"1",.,"A",.,"H",,"A"
"20151",2926623,48,1,"1",.,"A",71,"E","120","D"
"20151",2926623,48,2,"1",.,"A",12,"E","140","D"
"20151",2926623,48,3,"1",.,"A",601,"E","150","D"
"20151",2926623,48,4,"1",.,"A",75,"E","160","D"
"20151",2926623,48,5,"1",.,"A",57,"E","170","D"
"20151",2926623,48,6,"1",.,"A",320,"E","180","D"
"20151",2926623,48,7,"1",.,"A",79,"E","190","D"
"20151",2927953,63,0,"1",.,"A",.,"H",,"A"
"20151",2927953,63,1,"1",.,"A",3,"E","120","D"
"20151",2927953,63,2,"1",.,"A",3,"E","140","D"
"20151",2927953,63,3,"1",.,"A",24,"E","150","D"
"20151",2927953,63,4,"1",.,"A",2,"E","160","D"
"20151",2927953,63,5,"1",.,"A",2,"E","170","D"
"20151",2927953,63,6,"1",.,"A",228,"E","180","D"
"20151",2927953,63,7,"1",.,"A",3,"E","190","D"
"20151",2928763,44,0,"1",.,"A",.,"H",,"A"
"20151",2928763,44,1,"1",.,"A",33,"E","120","D"
"20151",2928763,44,2,"1",.,"A",7,"E","140","D"
"20151",2928763,44,3,"1",.,"A",279,"E","150","D"
"20151",2928763,44,4,"1",.,"A",35,"E","160","D"
"20151",2928763,44,5,"1",.,"A",27,"E","170","D"
"20151",2928763,44,6,"1",.,"A",150,"E","180","D"
"20151",2928763,44,7,"1",.,"A",37,"E","190","D"
"20151",2929553,16,0,"1",.,"A",.,"H",,"A"
"20151",2929553,16,1,"1",.,"A",8,"E","120","D"
"20151",2929553,16,2,"1",.,"A",1,"E","140","D"
"20151",2929553,16,3,"1",.,"A",47,"E","150","D"
"20151",2929553,16,4,"1",.,"A",4,"E","160","D"
"20151",2929553,16,5,"1",.,"A",4,"E","170","D"
"20151",2929553,16,6,"1",.,"A",430,"E","180","D"
"20151",2929553,16,7,"1",.,"A",6,"E","190","D"
"20151",2929963,50,0,"1",.,"A",.,"H",,"A"
"20151",2929963,50,1,"1",.,"A",39,"E","120","D"
"20151",2929963,50,2,"1",.,"A",4,"E","140","D"
"20151",2929963,50,3,"1",.,"A",254,"E","150","D"
"20151",2929963,50,4,"1",.,"A",20,"E","160","D"
"20151",2929963,50,5,"1",.,"A",21,"E","170","D"
"20151",2929963,50,6,"1",.,"A",38,"E","190","D"
"20151",2932303,52,0,"1",.,"A",.,"H",,"A"
"20151",2932303,52,1,"1",.,"A",987,"E","100","D"
"20151",2932303,52,2,"1",.,"A",296,"E","110","D"
"20151",2932303,52,3,"1",.,"A",365,"E","120","D"
"20151",2932303,52,4,"1",.,"A",1667,"E","130","D"
"20151",2932303,52,5,"1",.,"A",65,"E","140","D"
"20151",2932303,52,6,"1",.,"A",3071,"E","150","D"
"20151",2932303,52,7,"1",.,"A",390,"E","160","D"
"20151",2932303,52,8,"1",.,"A",297,"E","170","D"
"20151",2932303,52,9,"1",.,"A",1651,"E","180","D"
"20151",2932303,52,10,"1",.,"A",411,"E","190","D"
"20151",2933513,29,0,"1",.,"A",.,"H",,"A"
"20151",2933513,29,1,"1",.,"A",599,"E","100","D"
"20151",2933513,29,2,"1",.,"A",181,"E","110","D"
"20151",2944803,26,0,"1",.,"A",.,"H",,"A"
"20151",2944803,26,1,"1",.,"A",11,"E","120","D"
"20151",2944803,26,2,"1",.,"A",1,"E","140","D"
"20151",2944803,26,3,"1",.,"A",56,"E","150","D"
"20151",2944803,26,4,"1",.,"A",12,"E","160","D"
"20151",2944803,26,5,"1",.,"A",19,"E","170","D"
"20151",2944803,26,6,"1",.,"A",43,"E","180","D"
"20151",2944803,26,7,"1",.,"A",8,"E","190","D"
"20151",2948113,24,0,"1",.,"A",.,"H",,"A"
"20151",2948113,24,1,"1",.,"A",58,"E","120","D"
"20151",2948113,24,2,"1",.,"A",6,"E","140","D"
"20151",2948113,24,3,"1",.,"A",408,"E","150","D"
"20151",2948113,24,4,"1",.,"A",33,"E","160","D"
"20151",2948113,24,5,"1",.,"A",34,"E","170","D"
"20151",2948113,24,6,"1",.,"A",61,"E","190","D"
"20151",2952503,33,0,"1",.,"A",.,"H",,"A"
"20151",2952503,33,1,"1",.,"A",16,"E","100","D"
"20151",2952503,33,2,"1",.,"A",4,"E","110","D"
"20151",2952503,33,3,"1",.,"A",11,"E","120","D"
"20151",2952503,33,4,"1",.,"A",25,"E","130","D"
"20151",2952503,33,5,"1",.,"A",1,"E","140","D"
"20151",2952503,33,6,"1",.,"A",58,"E","150","D"
"20151",2952503,33,7,"1",.,"A",13,"E","160","D"
"20151",2952503,33,8,"1",.,"A",20,"E","170","D"
"20151",2952503,33,9,"1",.,"A",44,"E","180","D"
"20151",2952503,33,10,"1",.,"A",8,"E","190","D"
"20151",2953333,44,0,"1",.,"A",.,"H",,"A"
"20151",2953333,44,1,"1",.,"A",21,"E","120","D"
"20151",2953333,44,2,"1",.,"A",56,"E","130","D"
"20151",2953333,44,3,"1",.,"A",3,"E","140","D"
"20151",2953333,44,4,"1",.,"A",129,"E","150","D"
"20151",2953333,44,5,"1",.,"A",29,"E","160","D"
"20151",2953333,44,6,"1",.,"A",45,"E","170","D"
"20151",2953333,44,7,"1",.,"A",99,"E","180","D"
"20151",2953333,44,8,"1",.,"A",18,"E","190","D"
"20151",2968612,40,0,"1",1,"D",.,"H",,"A"
"20151",2968612,40,1,"1",.,"A",9,"E","120","D"
"20151",2968612,40,2,"1",.,"A",4,"E","140","D"
"20151",2968612,40,3,"1",.,"A",76,"E","150","D"
"20151",2968612,40,4,"1",.,"A",9,"E","160","D"
"20151",2968612,40,5,"1",.,"A",7,"E","170","D"
"20151",2968612,40,6,"1",.,"A",40,"E","180","D"
"20151",2968612,40,7,"1",.,"A",10,"E","190","D"
"20151",2969022,27,0,"1",1,"D",.,"H",,"A"
"20151",2969022,27,1,"1",.,"A",3,"E","140","D"
"20151",2969022,27,2,"1",.,"A",1,"E","150","D"
"20151",2969022,27,3,"1",.,"A",26,"E","180","D"
"20151",2969582,47,0,"1",1,"D",.,"H",,"A"
"20151",2969582,47,1,"1",.,"A",8,"E","120","D"
"20151",2969582,47,2,"1",.,"A",1,"E","140","D"
"20151",2969582,47,3,"1",.,"A",47,"E","150","D"
"20151",2969582,47,4,"1",.,"A",4,"E","160","D"
"20151",2969582,47,5,"1",.,"A",4,"E","170","D"
"20151",2969582,47,6,"1",.,"A",433,"E","180","D"
"20151",2969582,47,7,"1",.,"A",6,"E","190","D"
"20151",2970415,25,0,"1",1,"D",.,"H",,"A"
"20151",2970415,25,1,"1",.,"A",8,"E","120","D"
"20151",2970415,25,2,"1",.,"A",23,"E","130","D"
"20151",2970415,25,3,"1",.,"A",2,"E","140","D"
"20151",2970415,25,4,"1",.,"A",41,"E","150","D"
"20151",2970415,25,5,"1",.,"A",9,"E","160","D"
"20151",2970415,25,6,"1",.,"A",16,"E","170","D"
"20151",2970415,25,7,"1",.,"A",78,"E","180","D"
"20151",2970415,25,8,"1",.,"A",3,"E","190","D"
"20151",2971752,23,0,"1",1,"D",.,"H",,"A"
"20151",2971752,23,1,"1",.,"A",7,"E","120","D"
"20151",2971752,23,2,"1",.,"A",24,"E","150","D"
"20151",2971752,23,3,"1",.,"A",3,"E","160","D"
"20151",2971752,23,4,"1",.,"A",2,"E","170","D"
"20151",2971752,23,5,"1",.,"A",461,"E","180","D"
"20151",2971752,23,6,"1",.,"A",3,"E","190","D"
"20151",2972132,26,0,"1",1,"D",.,"H",,"A"
"20151",2972132,26,1,"1",.,"A",74,"E","120","D"
"20151",2972132,26,2,"1",.,"A",12,"E","140","D"
"20151",2972132,26,3,"1",.,"A",589,"E","150","D"
"20151",2972132,26,4,"1",.,"A",74,"E","160","D"
"20151",2972132,26,5,"1",.,"A",57,"E","170","D"
"20151",2972132,26,6,"1",.,"A",316,"E","180","D"
"20151",2972132,26,7,"1",.,"A",78,"E","190","D"
"20151",2976012,54,0,"1",1,"D",.,"H",,"A"
"20151",2976012,54,1,"1",.,"A",11,"E","120","D"
"20151",2976012,54,2,"1",.,"A",1,"E","140","D"
"20151",2976012,54,3,"1",.,"A",60,"E","150","D"
"20151",2976012,54,4,"1",.,"A",5,"E","160","D"
"20151",2976012,54,5,"1",.,"A",5,"E","170","D"
"20151",2976012,54,6,"1",.,"A",551,"E","180","D"
"20151",2976012,54,7,"1",.,"A",7,"E","190","D"
"20151",2976652,21,0,"1",1,"D",.,"H",,"A"
"20151",2976652,21,1,"1",.,"A",22,"E","100","D"
"20151",2976652,21,2,"1",.,"A",10,"E","110","D"
"20151",2976652,21,3,"1",.,"A",16,"E","120","D"
"20151",2976652,21,4,"1",.,"A",42,"E","130","D"
"20151",2976652,21,5,"1",.,"A",4,"E","140","D"
"20151",2976652,21,6,"1",.,"A",85,"E","150","D"
"20151",2976652,21,7,"1",.,"A",19,"E","160","D"
"20151",2976652,21,8,"1",.,"A",33,"E","170","D"
"20151",2976652,21,9,"1",.,"A",162,"E","180","D"
"20151",2976652,21,10,"1",.,"A",7,"E","190","D"
"20151",2989182,51,0,"1",.,"A",.,"H",,"A"
"20151",2989182,51,1,"1",.,"A",4,"E","100","D"
"20151",2989182,51,2,"1",.,"A",1,"E","120","D"
"20151",2989182,51,3,"1",.,"A",7,"E","150","D"
"20151",2989182,51,4,"1",.,"A",1,"E","160","D"
"20151",2989182,51,5,"1",.,"A",136,"E","180","D"
"20151",2989182,51,6,"1",.,"A",1,"E","190","D"
"20151",2990492,37,0,"1",.,"A",.,"H",,"A"
"20151",2990492,37,1,"1",.,"A",650,"E","130","D"
"20151",2991392,32,0,"1",.,"A",.,"H",,"A"
"20151",2991392,32,1,"1",.,"A",13,"E","200","D"
"20151",2991392,32,2,"1",.,"A",24,"E","210","D"
"20151",2991392,32,3,"1",.,"A",28,"E","220","D"
"20151",2992282,17,0,"1",.,"A",.,"H",,"A"
"20151",2992282,17,1,"1",.,"A",15,"E","120","D"
"20151",2992282,17,2,"1",.,"A",2,"E","140","D"
"20151",2992282,17,3,"1",.,"A",51,"E","150","D"
"20151",2992282,17,4,"1",.,"A",11,"E","160","D"
"20151",2992282,17,5,"1",.,"A",20,"E","170","D"
"20151",2992282,17,6,"1",.,"A",98,"E","180","D"
"20151",2992282,17,7,"1",.,"A",4,"E","190","D"
"20151",2992282,17,8,"1",.,"A",14,"E","200","D"
"20151",2992282,17,9,"1",.,"A",44,"E","210","D"
"20151",2992282,17,10,"1",.,"A",13,"E","220","D"
"20151",2995512,39,0,"1",.,"A",.,"H",,"A"
"20151",2995512,39,1,"1",.,"A",733,"E","100","D"
"20151",2995512,39,2,"1",.,"A",252,"E","110","D"
"20151",2995512,39,3,"1",.,"A",1515,"E","130","D"
"20151",2995632,44,0,"1",.,"A",.,"H",,"A"
"20151",2995632,44,1,"1",.,"A",30,"E","120","D"
"20151",2995632,44,2,"1",.,"A",5,"E","140","D"
"20151",2995632,44,3,"1",.,"A",264,"E","150","D"
"20151",2995632,44,4,"1",.,"A",33,"E","160","D"
"20151",2995632,44,5,"1",.,"A",25,"E","170","D"
"20151",2995632,44,6,"1",.,"A",139,"E","180","D"
"20151",2995632,44,7,"1",.,"A",34,"E","190","D"
"20151",2996862,31,0,"1",.,"A",.,"H",,"A"
"20151",2996862,31,1,"1",.,"A",20,"E","120","D"
"20151",2996862,31,2,"1",.,"A",2,"E","140","D"
"20151",2996862,31,3,"1",.,"A",137,"E","150","D"
"20151",2996862,31,4,"1",.,"A",17,"E","160","D"
"20151",2996862,31,5,"1",.,"A",13,"E","170","D"
"20151",2996862,31,6,"1",.,"A",73,"E","180","D"
"20151",2996862,31,7,"1",.,"A",18,"E","190","D"
"20151",2997412,30,0,"1",.,"A",.,"H",,"A"
"20151",2997412,30,1,"1",.,"A",24,"E","120","D"
"20151",2997412,30,2,"1",.,"A",4,"E","140","D"
"20151",2997412,30,3,"1",.,"A",165,"E","150","D"
"20151",2997412,30,4,"1",.,"A",11,"E","160","D"
"20151",2997412,30,5,"1",.,"A",22,"E","170","D"
"20151",2997412,30,6,"1",.,"A",24,"E","190","D"
"20151",2997735,17,0,"1",.,"A",.,"H",,"A"
"20151",2997735,17,1,"1",.,"A",1,"E","120","D"
"20151",2997735,17,2,"1",.,"A",9,"E","150","D"
"20151",2997735,17,3,"1",.,"A",1,"E","160","D"
"20151",2997735,17,4,"1",.,"A",2,"E","170","D"
"20151",2997735,17,5,"1",.,"A",12,"E","180","D"
"20151",2998682,28,0,"1",.,"A",.,"H",,"A"
"20151",2998682,28,1,"1",.,"A",178,"E","120","D"
"20151",2998682,28,2,"1",.,"A",31,"E","140","D"
"20151",2998682,28,3,"1",.,"A",1473,"E","150","D"
"20151",2998682,28,4,"1",.,"A",187,"E","160","D"
"20151",2998682,28,5,"1",.,"A",142,"E","170","D"
"20151",2998682,28,6,"1",.,"A",792,"E","180","D"
"20151",2998682,28,7,"1",.,"A",197,"E","190","D"
"20151",2999412,33,0,"1",.,"A",.,"H",,"A"
"20151",2999412,33,1,"1",.,"A",84,"E","100","D"
"20151",2999412,33,2,"1",.,"A",23,"E","110","D"
"20151",2999412,33,3,"1",.,"A",39,"E","120","D"
"20151",2999412,33,4,"1",.,"A",127,"E","130","D"
"20151",2999412,33,5,"1",.,"A",7,"E","140","D"
"20151",2999412,33,6,"1",.,"A",299,"E","150","D"
"20151",2999412,33,7,"1",.,"A",67,"E","160","D"
"20151",2999412,33,8,"1",.,"A",103,"E","170","D"
"20151",2999412,33,9,"1",.,"A",224,"E","180","D"
"20151",2999412,33,10,"1",.,"A",42,"E","190","D"
"20151",2999412,33,11,"1",.,"A",49,"E","200","D"
"20151",2999412,33,12,"1",.,"A",53,"E","210","D"
"20151",2999412,33,13,"1",.,"A",83,"E","220","D"
"20151",3001722,52,0,"1",.,"A",.,"H",,"A"
"20151",3001722,52,1,"1",.,"A",13,"E","120","D"
"20151",3001722,52,2,"1",.,"A",1,"E","140","D"
"20151",3001722,52,3,"1",.,"A",70,"E","150","D"
"20151",3001722,52,4,"1",.,"A",6,"E","160","D"
"20151",3001722,52,5,"1",.,"A",6,"E","170","D"
"20151",3001722,52,6,"1",.,"A",645,"E","180","D"
"20151",3001722,52,7,"1",.,"A",9,"E","190","D"
"20151",3002162,42,0,"1",.,"A",.,"H",,"A"
"20151",3002162,42,1,"1",.,"A",416,"E","100","D"
"20151",3002162,42,2,"1",.,"A",123,"E","110","D"
"20151",3002162,42,3,"1",.,"A",124,"E","120","D"
"20151",3002162,42,4,"1",.,"A",523,"E","130","D"
"20151",3002162,42,5,"1",.,"A",14,"E","140","D"
"20151",3002162,42,6,"1",.,"A",836,"E","150","D"
"20151",3002162,42,7,"1",.,"A",68,"E","160","D"
"20151",3002162,42,8,"1",.,"A",71,"E","170","D"
"20151",3002162,42,9,"1",.,"A",125,"E","190","D"
"20151",3004102,40,0,"1",.,"A",.,"H",,"A"
"20151",3004102,40,1,"1",.,"A",14,"E","120","D"
"20151",3004102,40,2,"1",.,"A",2,"E","140","D"
"20151",3004102,40,3,"1",.,"A",122,"E","150","D"
"20151",3004102,40,4,"1",.,"A",15,"E","160","D"
"20151",3004102,40,5,"1",.,"A",11,"E","170","D"
"20151",3004102,40,6,"1",.,"A",66,"E","180","D"
"20151",3004102,40,7,"1",.,"A",20,"E","190","D"
"20151",3006922,32,0,"1",.,"A",.,"H",,"A"
"20151",3006922,32,1,"1",.,"A",221,"E","100","D"
"20151",3006922,32,2,"1",.,"A",60,"E","110","D"
"20151",3006922,32,3,"1",.,"A",101,"E","120","D"
"20151",3006922,32,4,"1",.,"A",326,"E","130","D"
"20151",3006922,32,5,"1",.,"A",19,"E","140","D"
"20151",3006922,32,6,"1",.,"A",754,"E","150","D"
"20151",3006922,32,7,"1",.,"A",172,"E","160","D"
"20151",3006922,32,8,"1",.,"A",265,"E","170","D"
"20151",3006922,32,9,"1",.,"A",575,"E","180","D"
"20151",3006922,32,10,"1",.,"A",107,"E","190","D"
