"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20141",2649535,108,0,"1",2,"D",.,"H",,"A"
"20141",2649535,108,1,"1",.,"A",1277,"E","100","D"
"20141",2649535,108,2,"1",.,"A",344,"E","110","D"
"20141",2649535,108,3,"1",.,"A",2379,"E","130","D"
"20141",2650825,42,0,"1",1,"D",.,"H",,"A"
"20141",2650825,42,1,"1",.,"A",33,"E","100","D"
"20141",2650825,42,2,"1",.,"A",7,"E","110","D"
"20141",2650825,42,3,"1",.,"A",12,"E","120","D"
"20141",2650825,42,4,"1",.,"A",52,"E","130","D"
"20141",2650825,42,5,"1",.,"A",1,"E","140","D"
"20141",2650825,42,6,"1",.,"A",105,"E","150","D"
"20141",2650825,42,7,"1",.,"A",29,"E","160","D"
"20141",2650825,42,8,"1",.,"A",11,"E","170","D"
"20141",2650825,42,9,"1",.,"A",88,"E","180","D"
"20141",2650825,42,10,"1",.,"A",12,"E","190","D"
"20141",2652665,37,0,"1",1,"D",.,"H",,"A"
"20141",2652665,37,1,"1",.,"A",59,"E","100","D"
"20141",2652665,37,2,"1",.,"A",19,"E","110","D"
"20141",2652665,37,3,"1",.,"A",26,"E","200","D"
"20141",2652665,37,4,"1",.,"A",47,"E","210","D"
"20141",2652665,37,5,"1",.,"A",49,"E","220","D"
"20141",2654555,21,0,"1",1,"D",.,"H",,"A"
"20141",2654555,21,1,"1",.,"A",358,"E","100","D"
"20141",2654555,21,2,"1",.,"A",125,"E","110","D"
"20141",2654555,21,3,"1",.,"A",218,"E","120","D"
"20141",2654555,21,4,"1",.,"A",688,"E","130","D"
"20141",2654555,21,5,"1",.,"A",39,"E","140","D"
"20141",2654555,21,6,"1",.,"A",1238,"E","150","D"
"20141",2654555,21,7,"1",.,"A",143,"E","160","D"
"20141",2654555,21,8,"1",.,"A",158,"E","170","D"
"20141",2654555,21,9,"1",.,"A",366,"E","180","D"
"20141",2654555,21,10,"1",.,"A",167,"E","190","D"
"20141",2655095,42,0,"1",1,"D",.,"H",,"A"
"20141",2655095,42,1,"1",.,"A",11,"E","100","D"
"20141",2655095,42,2,"1",.,"A",1,"E","110","D"
"20141",2655095,42,3,"1",.,"A",2,"E","120","D"
"20141",2655095,42,4,"1",.,"A",10,"E","130","D"
"20141",2655095,42,5,"1",.,"A",17,"E","150","D"
"20141",2655095,42,6,"1",.,"A",3,"E","160","D"
"20141",2655095,42,7,"1",.,"A",2,"E","170","D"
"20141",2655095,42,8,"1",.,"A",2,"E","190","D"
"20141",2655095,42,9,"1",.,"A",4,"E","200","D"
"20141",2655095,42,10,"1",.,"A",4,"E","210","D"
"20141",2655095,42,11,"1",.,"A",4,"E","220","D"
"20141",2655365,63,0,"1",1,"D",.,"H",,"A"
"20141",2655365,63,1,"1",.,"A",30,"E","100","D"
"20141",2655365,63,2,"1",.,"A",8,"E","110","D"
"20141",2655365,63,3,"1",.,"A",17,"E","120","D"
"20141",2655365,63,4,"1",.,"A",62,"E","130","D"
"20141",2655365,63,5,"1",.,"A",3,"E","140","D"
"20141",2655365,63,6,"1",.,"A",110,"E","150","D"
"20141",2655365,63,7,"1",.,"A",17,"E","160","D"
"20141",2655365,63,8,"1",.,"A",13,"E","170","D"
"20141",2655365,63,9,"1",.,"A",57,"E","180","D"
"20141",2655365,63,10,"1",.,"A",10,"E","190","D"
"20141",2655655,51,0,"1",1,"D",.,"H",,"A"
"20141",2655655,51,1,"1",.,"A",4,"E","120","D"
"20141",2655655,51,2,"1",.,"A",32,"E","150","D"
"20141",2655655,51,3,"1",.,"A",4,"E","160","D"
"20141",2655655,51,4,"1",.,"A",3,"E","170","D"
"20141",2655655,51,5,"1",.,"A",15,"E","180","D"
"20141",2655655,51,6,"1",.,"A",2,"E","190","D"
"20141",2656225,46,0,"1",1,"D",.,"H",,"A"
"20141",2656225,46,1,"1",.,"A",80,"E","130","D"
"20141",2666905,37,0,"1",2,"D",.,"H",,"A"
"20141",2666905,37,1,"1",.,"A",1184,"E","100","D"
"20141",2666905,37,2,"1",.,"A",442,"E","110","D"
"20141",2666905,37,3,"1",.,"A",626,"E","120","D"
"20141",2666905,37,4,"1",.,"A",2546,"E","130","D"
"20141",2666905,37,5,"1",.,"A",110,"E","140","D"
"20141",2666905,37,6,"1",.,"A",4185,"E","150","D"
"20141",2666905,37,7,"1",.,"A",728,"E","160","D"
"20141",2666905,37,8,"1",.,"A",630,"E","170","D"
"20141",2666905,37,9,"1",.,"A",549,"E","190","D"
"20141",2667325,59,0,"1",1,"D",.,"H",,"A"
"20141",2667325,59,1,"1",.,"A",105,"E","130","D"
"20141",2673275,33,0,"1",1,"D",.,"H",,"A"
"20141",2673275,33,1,"1",.,"A",182,"E","100","D"
"20141",2673275,33,2,"1",.,"A",63,"E","110","D"
"20141",2673275,33,3,"1",.,"A",119,"E","120","D"
"20141",2673275,33,4,"1",.,"A",22,"E","140","D"
"20141",2673275,33,5,"1",.,"A",835,"E","150","D"
"20141",2673275,33,6,"1",.,"A",36,"E","160","D"
"20141",2673275,33,7,"1",.,"A",97,"E","170","D"
"20141",2673275,33,8,"1",.,"A",46,"E","190","D"
"20141",2674755,47,0,"1",1,"D",.,"H",,"A"
"20141",2674755,47,1,"1",.,"A",963,"E","130","D"
"20141",2674755,47,2,"1",.,"A",184,"E","200","D"
"20141",2674755,47,3,"1",.,"A",544,"E","210","D"
"20141",2674755,47,4,"1",.,"A",309,"E","220","D"
"20141",2674925,31,0,"1",1,"D",.,"H",,"A"
"20141",2674925,31,1,"1",.,"A",23,"E","100","D"
"20141",2674925,31,2,"1",.,"A",4,"E","110","D"
"20141",2674925,31,3,"1",.,"A",10,"E","120","D"
"20141",2674925,31,4,"1",.,"A",1,"E","140","D"
"20141",2674925,31,5,"1",.,"A",59,"E","150","D"
"20141",2674925,31,6,"1",.,"A",9,"E","160","D"
"20141",2674925,31,7,"1",.,"A",7,"E","170","D"
"20141",2674925,31,8,"1",.,"A",32,"E","180","D"
"20141",2674925,31,9,"1",.,"A",5,"E","190","D"
"20141",2677755,66,0,"1",1,"D",.,"H",,"A"
"20141",2677755,66,1,"1",.,"A",28,"E","120","D"
"20141",2677755,66,2,"1",.,"A",7,"E","140","D"
"20141",2677755,66,3,"1",.,"A",242,"E","150","D"
"20141",2677755,66,4,"1",.,"A",68,"E","160","D"
"20141",2677755,66,5,"1",.,"A",25,"E","170","D"
"20141",2677755,66,6,"1",.,"A",201,"E","180","D"
"20141",2677755,66,7,"1",.,"A",29,"E","190","D"
"20141",2678255,17,0,"1",1,"D",.,"H",,"A"
"20141",2678255,17,1,"1",.,"A",39,"E","120","D"
"20141",2678255,17,2,"1",.,"A",11,"E","140","D"
"20141",2678255,17,3,"1",.,"A",233,"E","150","D"
"20141",2678255,17,4,"1",.,"A",38,"E","160","D"
"20141",2678255,17,5,"1",.,"A",29,"E","170","D"
"20141",2678255,17,6,"1",.,"A",127,"E","180","D"
"20141",2678255,17,7,"1",.,"A",23,"E","190","D"
"20141",2678655,44,0,"1",1,"D",.,"H",,"A"
"20141",2678655,44,1,"1",.,"A",52,"E","120","D"
"20141",2678655,44,2,"1",.,"A",9,"E","140","D"
"20141",2678655,44,3,"1",.,"A",362,"E","150","D"
"20141",2678655,44,4,"1",.,"A",15,"E","160","D"
"20141",2678655,44,5,"1",.,"A",42,"E","170","D"
"20141",2678655,44,6,"1",.,"A",20,"E","190","D"
"20141",2682674,47,0,"1",2,"D",.,"H",,"A"
"20141",2682674,47,1,"1",.,"A",15,"E","120","D"
"20141",2682674,47,2,"1",.,"A",6,"E","140","D"
"20141",2682674,47,3,"1",.,"A",93,"E","150","D"
"20141",2682674,47,4,"1",.,"A",15,"E","160","D"
"20141",2682674,47,5,"1",.,"A",11,"E","170","D"
"20141",2682674,47,6,"1",.,"A",51,"E","180","D"
"20141",2682674,47,7,"1",.,"A",9,"E","190","D"
"20141",2682944,34,0,"1",1,"D",.,"H",,"A"
"20141",2682944,34,1,"1",.,"A",41,"E","120","D"
"20141",2682944,34,2,"1",.,"A",113,"E","130","D"
"20141",2682944,34,3,"1",.,"A",6,"E","140","D"
"20141",2682944,34,4,"1",.,"A",204,"E","150","D"
"20141",2682944,34,5,"1",.,"A",23,"E","160","D"
"20141",2682944,34,6,"1",.,"A",26,"E","170","D"
"20141",2682944,34,7,"1",.,"A",60,"E","180","D"
"20141",2682944,34,8,"1",.,"A",27,"E","190","D"
"20141",2683124,35,0,"1",1,"D",.,"H",,"A"
"20141",2683124,35,1,"1",.,"A",57,"E","120","D"
"20141",2683124,35,2,"1",.,"A",9,"E","140","D"
"20141",2683124,35,3,"1",.,"A",350,"E","150","D"
"20141",2683124,35,4,"1",.,"A",23,"E","160","D"
"20141",2683124,35,5,"1",.,"A",37,"E","170","D"
"20141",2683124,35,6,"1",.,"A",1,"E","180","D"
"20141",2683124,35,7,"1",.,"A",23,"E","190","D"
"20141",2685494,44,0,"1",1,"D",.,"H",,"A"
"20141",2685494,44,1,"1",.,"A",18,"E","120","D"
"20141",2685494,44,2,"1",.,"A",3,"E","140","D"
"20141",2685494,44,3,"1",.,"A",124,"E","150","D"
"20141",2685494,44,4,"1",.,"A",21,"E","160","D"
"20141",2685494,44,5,"1",.,"A",18,"E","170","D"
"20141",2685494,44,6,"1",.,"A",15,"E","190","D"
"20141",2686814,26,0,"1",1,"D",.,"H",,"A"
"20141",2686814,26,1,"1",.,"A",29,"E","120","D"
"20141",2686814,26,2,"1",.,"A",4,"E","140","D"
"20141",2686814,26,3,"1",.,"A",154,"E","150","D"
"20141",2686814,26,4,"1",.,"A",25,"E","160","D"
"20141",2686814,26,5,"1",.,"A",19,"E","170","D"
"20141",2686814,26,6,"1",.,"A",84,"E","180","D"
"20141",2686814,26,7,"1",.,"A",15,"E","190","D"
"20141",2687484,37,0,"1",1,"D",.,"H",,"A"
"20141",2687484,37,1,"1",.,"A",4,"E","120","D"
"20141",2687484,37,2,"1",.,"A",39,"E","150","D"
"20141",2687484,37,3,"1",.,"A",1,"E","160","D"
"20141",2687484,37,4,"1",.,"A",4,"E","170","D"
"20141",2687484,37,5,"1",.,"A",2,"E","190","D"
"20141",2689244,73,0,"1",1,"D",.,"H",,"A"
"20141",2689244,73,1,"1",.,"A",62,"E","120","D"
"20141",2689244,73,2,"1",.,"A",10,"E","140","D"
"20141",2689244,73,3,"1",.,"A",398,"E","150","D"
"20141",2689244,73,4,"1",.,"A",69,"E","160","D"
"20141",2689244,73,5,"1",.,"A",59,"E","170","D"
"20141",2689244,73,6,"1",.,"A",52,"E","190","D"
"20141",2692734,34,0,"1",1,"D",.,"H",,"A"
"20141",2692734,34,1,"1",.,"A",130,"E","120","D"
"20141",2692734,34,2,"1",.,"A",21,"E","140","D"
"20141",2692734,34,3,"1",.,"A",840,"E","150","D"
"20141",2692734,34,4,"1",.,"A",55,"E","160","D"
"20141",2692734,34,5,"1",.,"A",90,"E","170","D"
"20141",2692734,34,6,"1",.,"A",4,"E","180","D"
"20141",2692734,34,7,"1",.,"A",60,"E","190","D"
"20141",2694084,12,0,"1",2,"D",.,"H",,"A"
"20141",2694084,12,1,"1",.,"A",65,"E","120","D"
"20141",2694084,12,2,"1",.,"A",11,"E","140","D"
"20141",2694084,12,3,"1",.,"A",375,"E","150","D"
"20141",2694084,12,4,"1",.,"A",43,"E","160","D"
"20141",2694084,12,5,"1",.,"A",47,"E","170","D"
"20141",2694084,12,6,"1",.,"A",109,"E","180","D"
"20141",2694084,12,7,"1",.,"A",50,"E","190","D"
"20141",2695124,38,0,"1",1,"D",.,"H",,"A"
"20141",2695124,38,1,"1",.,"A",24,"E","120","D"
"20141",2695124,38,2,"1",.,"A",3,"E","140","D"
"20141",2695124,38,3,"1",.,"A",140,"E","150","D"
"20141",2695124,38,4,"1",.,"A",9,"E","160","D"
"20141",2695124,38,5,"1",.,"A",15,"E","170","D"
"20141",2695124,38,6,"1",.,"A",9,"E","190","D"
"20141",2696224,52,0,"1",1,"D",.,"H",,"A"
"20141",2696224,52,1,"1",.,"A",29,"E","120","D"
"20141",2696224,52,2,"1",.,"A",3,"E","140","D"
"20141",2696224,52,3,"1",.,"A",221,"E","150","D"
"20141",2696224,52,4,"1",.,"A",62,"E","160","D"
"20141",2696224,52,5,"1",.,"A",23,"E","170","D"
"20141",2696224,52,6,"1",.,"A",185,"E","180","D"
"20141",2696224,52,7,"1",.,"A",27,"E","190","D"
"20141",2697374,33,0,"1",1,"D",.,"H",,"A"
"20141",2697374,33,1,"1",.,"A",18,"E","120","D"
"20141",2697374,33,2,"1",.,"A",2,"E","140","D"
"20141",2697374,33,3,"1",.,"A",165,"E","150","D"
"20141",2697374,33,4,"1",.,"A",45,"E","160","D"
"20141",2697374,33,5,"1",.,"A",16,"E","170","D"
"20141",2697374,33,6,"1",.,"A",134,"E","180","D"
"20141",2697374,33,7,"1",.,"A",19,"E","190","D"
"20141",2700534,62,0,"1",1,"D",.,"H",,"A"
"20141",2700534,62,1,"1",.,"A",22,"E","120","D"
"20141",2700534,62,2,"1",.,"A",2,"E","140","D"
"20141",2700534,62,3,"1",.,"A",113,"E","150","D"
"20141",2700534,62,4,"1",.,"A",11,"E","170","D"
"20141",2700534,62,5,"1",.,"A",161,"E","180","D"
"20141",2700534,62,6,"1",.,"A",11,"E","190","D"
"20141",2701044,51,0,"1",1,"D",.,"H",,"A"
"20141",2701044,51,1,"1",.,"A",27,"E","120","D"
"20141",2701044,51,2,"1",.,"A",4,"E","140","D"
"20141",2701044,51,3,"1",.,"A",186,"E","150","D"
"20141",2701044,51,4,"1",.,"A",32,"E","160","D"
"20141",2701044,51,5,"1",.,"A",27,"E","170","D"
"20141",2701044,51,6,"1",.,"A",24,"E","190","D"
"20141",2702314,53,0,"1",1,"D",.,"H",,"A"
"20141",2702314,53,1,"1",.,"A",2402,"E","130","D"
"20141",2702314,53,2,"1",.,"A",712,"E","200","D"
"20141",2702314,53,3,"1",.,"A",986,"E","210","D"
"20141",2702314,53,4,"1",.,"A",900,"E","220","D"
"20141",2706704,95,0,"1",1,"D",.,"H",,"A"
"20141",2706704,95,1,"1",.,"A",14,"E","100","D"
"20141",2706704,95,2,"1",.,"A",3,"E","110","D"
"20141",2706704,95,3,"1",.,"A",6,"E","120","D"
"20141",2706704,95,4,"1",.,"A",1,"E","140","D"
"20141",2706704,95,5,"1",.,"A",35,"E","150","D"
"20141",2706704,95,6,"1",.,"A",4,"E","160","D"
"20141",2706704,95,7,"1",.,"A",4,"E","170","D"
"20141",2706704,95,8,"1",.,"A",10,"E","180","D"
"20141",2706704,95,9,"1",.,"A",4,"E","190","D"
"20141",2708344,55,0,"1",1,"D",.,"H",,"A"
"20141",2708344,55,1,"1",.,"A",14,"E","120","D"
"20141",2708344,55,2,"1",.,"A",2,"E","140","D"
"20141",2708344,55,3,"1",.,"A",121,"E","150","D"
"20141",2708344,55,4,"1",.,"A",34,"E","160","D"
"20141",2708344,55,5,"1",.,"A",15,"E","170","D"
"20141",2708344,55,6,"1",.,"A",100,"E","180","D"
"20141",2708344,55,7,"1",.,"A",14,"E","190","D"
"20141",2710354,35,0,"1",1,"D",.,"H",,"A"
"20141",2710354,35,1,"1",.,"A",11,"E","100","D"
"20141",2710354,35,2,"1",.,"A",3,"E","110","D"
"20141",2710354,35,3,"1",.,"A",6,"E","120","D"
"20141",2710354,35,4,"1",.,"A",23,"E","130","D"
"20141",2710354,35,5,"1",.,"A",1,"E","140","D"
"20141",2710354,35,6,"1",.,"A",46,"E","150","D"
"20141",2710354,35,7,"1",.,"A",6,"E","160","D"
"20141",2710354,35,8,"1",.,"A",5,"E","170","D"
"20141",2710354,35,9,"1",.,"A",21,"E","180","D"
"20141",2710354,35,10,"1",.,"A",4,"E","190","D"
"20141",2710354,35,11,"1",.,"A",7,"E","200","D"
"20141",2710354,35,12,"1",.,"A",9,"E","210","D"
"20141",2710354,35,13,"1",.,"A",8,"E","220","D"
"20141",2712404,23,0,"1",1,"D",.,"H",,"A"
"20141",2712404,23,1,"1",.,"A",81,"E","120","D"
"20141",2712404,23,2,"1",.,"A",11,"E","140","D"
"20141",2712404,23,3,"1",.,"A",459,"E","150","D"
"20141",2712404,23,4,"1",.,"A",48,"E","170","D"
"20141",2712404,23,5,"1",.,"A",656,"E","180","D"
"20141",2712404,23,6,"1",.,"A",45,"E","190","D"
"20141",2713034,41,0,"1",1,"D",.,"H",,"A"
"20141",2713034,41,1,"1",.,"A",32,"E","100","D"
"20141",2713034,41,2,"1",.,"A",14,"E","110","D"
"20141",2713034,41,3,"1",.,"A",18,"E","120","D"
"20141",2713034,41,4,"1",.,"A",3,"E","140","D"
"20141",2713034,41,5,"1",.,"A",110,"E","150","D"
"20141",2713034,41,6,"1",.,"A",18,"E","160","D"
"20141",2713034,41,7,"1",.,"A",14,"E","170","D"
"20141",2713034,41,8,"1",.,"A",60,"E","180","D"
"20141",2713034,41,9,"1",.,"A",11,"E","190","D"
"20141",2713034,41,10,"1",.,"A",19,"E","200","D"
"20141",2713034,41,11,"1",.,"A",26,"E","210","D"
"20141",2713034,41,12,"1",.,"A",24,"E","220","D"
"20141",2713763,46,0,"1",1,"D",.,"H",,"A"
"20141",2713763,46,1,"1",.,"A",20,"E","100","D"
"20141",2713763,46,2,"1",.,"A",5,"E","110","D"
"20141",2713763,46,3,"1",.,"A",13,"E","120","D"
"20141",2713763,46,4,"1",.,"A",37,"E","130","D"
"20141",2713763,46,5,"1",.,"A",1,"E","140","D"
"20141",2713763,46,6,"1",.,"A",75,"E","150","D"
"20141",2713763,46,7,"1",.,"A",21,"E","160","D"
"20141",2713763,46,8,"1",.,"A",7,"E","170","D"
"20141",2713763,46,9,"1",.,"A",62,"E","180","D"
"20141",2713763,46,10,"1",.,"A",9,"E","190","D"
"20141",2715593,27,0,"1",1,"D",.,"H",,"A"
"20141",2715593,27,1,"1",.,"A",23,"E","120","D"
"20141",2715593,27,2,"1",.,"A",3,"E","140","D"
"20141",2715593,27,3,"1",.,"A",133,"E","150","D"
"20141",2715593,27,4,"1",.,"A",8,"E","160","D"
"20141",2715593,27,5,"1",.,"A",14,"E","170","D"
"20141",2715593,27,6,"1",.,"A",9,"E","190","D"
"20141",2715663,77,0,"1",1,"D",.,"H",,"A"
"20141",2715663,77,1,"1",.,"A",4,"E","120","D"
"20141",2715663,77,2,"1",.,"A",3,"E","140","D"
"20141",2715663,77,3,"1",.,"A",36,"E","150","D"
"20141",2715663,77,4,"1",.,"A",10,"E","160","D"
"20141",2715663,77,5,"1",.,"A",3,"E","170","D"
"20141",2715663,77,6,"1",.,"A",30,"E","180","D"
"20141",2715663,77,7,"1",.,"A",4,"E","190","D"
"20141",2715673,44,0,"1",2,"D",.,"H",,"A"
"20141",2715673,44,1,"1",.,"A",243,"E","100","D"
"20141",2715673,44,2,"1",.,"A",80,"E","110","D"
"20141",2715673,44,3,"1",.,"A",153,"E","120","D"
"20141",2715673,44,4,"1",.,"A",26,"E","140","D"
"20141",2715673,44,5,"1",.,"A",839,"E","150","D"
"20141",2715673,44,6,"1",.,"A",97,"E","160","D"
"20141",2715673,44,7,"1",.,"A",107,"E","170","D"
"20141",2715673,44,8,"1",.,"A",248,"E","180","D"
"20141",2715673,44,9,"1",.,"A",113,"E","190","D"
"20141",2718743,21,0,"1",1,"D",.,"H",,"A"
"20141",2718743,21,1,"1",.,"A",29,"E","100","D"
"20141",2718743,21,2,"1",.,"A",8,"E","110","D"
"20141",2718743,21,3,"1",.,"A",13,"E","120","D"
"20141",2718743,21,4,"1",.,"A",63,"E","130","D"
"20141",2718743,21,5,"1",.,"A",1,"E","140","D"
"20141",2718743,21,6,"1",.,"A",112,"E","150","D"
"20141",2718743,21,7,"1",.,"A",31,"E","160","D"
"20141",2718743,21,8,"1",.,"A",11,"E","170","D"
"20141",2718743,21,9,"1",.,"A",93,"E","180","D"
"20141",2718743,21,10,"1",.,"A",13,"E","190","D"
"20141",2718743,21,11,"1",.,"A",17,"E","200","D"
"20141",2718743,21,12,"1",.,"A",20,"E","210","D"
"20141",2718743,21,13,"1",.,"A",24,"E","220","D"
"20141",2719223,68,0,"1",2,"D",.,"H",,"A"
"20141",2719223,68,1,"1",.,"A",23,"E","120","D"
"20141",2719223,68,2,"1",.,"A",2,"E","140","D"
"20141",2719223,68,3,"1",.,"A",165,"E","150","D"
"20141",2719223,68,4,"1",.,"A",46,"E","160","D"
"20141",2719223,68,5,"1",.,"A",17,"E","170","D"
"20141",2719223,68,6,"1",.,"A",137,"E","180","D"
"20141",2719223,68,7,"1",.,"A",20,"E","190","D"
"20141",2719873,67,0,"1",1,"D",.,"H",,"A"
"20141",2719873,67,1,"1",.,"A",46,"E","120","D"
"20141",2719873,67,2,"1",.,"A",8,"E","140","D"
"20141",2719873,67,3,"1",.,"A",269,"E","150","D"
"20141",2719873,67,4,"1",.,"A",30,"E","160","D"
"20141",2719873,67,5,"1",.,"A",34,"E","170","D"
"20141",2719873,67,6,"1",.,"A",78,"E","180","D"
"20141",2719873,67,7,"1",.,"A",35,"E","190","D"
"20141",2720213,78,0,"1",1,"D",.,"H",,"A"
"20141",2720213,78,1,"1",.,"A",48,"E","130","D"
"20141",2720213,78,2,"1",.,"A",14,"E","200","D"
"20141",2720213,78,3,"1",.,"A",17,"E","210","D"
"20141",2720213,78,4,"1",.,"A",21,"E","220","D"
"20141",2720473,43,0,"1",1,"D",.,"H",,"A"
"20141",2720473,43,1,"1",.,"A",49,"E","120","D"
"20141",2720473,43,2,"1",.,"A",8,"E","140","D"
"20141",2720473,43,3,"1",.,"A",278,"E","150","D"
"20141",2720473,43,4,"1",.,"A",32,"E","160","D"
"20141",2720473,43,5,"1",.,"A",35,"E","170","D"
"20141",2720473,43,6,"1",.,"A",86,"E","180","D"
"20141",2720473,43,7,"1",.,"A",37,"E","190","D"
"20141",2721503,42,0,"1",1,"D",.,"H",,"A"
"20141",2721503,42,1,"1",.,"A",33,"E","200","D"
"20141",2721503,42,2,"1",.,"A",39,"E","210","D"
"20141",2721503,42,3,"1",.,"A",48,"E","220","D"
"20141",2723973,53,0,"1",1,"D",.,"H",,"A"
"20141",2723973,53,1,"1",.,"A",300,"E","130","D"
"20141",2724373,36,0,"1",1,"D",.,"H",,"A"
"20141",2724373,36,1,"1",.,"A",33,"E","100","D"
"20141",2724373,36,2,"1",.,"A",15,"E","110","D"
"20141",2724373,36,3,"1",.,"A",27,"E","120","D"
"20141",2724373,36,4,"1",.,"A",10,"E","140","D"
"20141",2724373,36,5,"1",.,"A",175,"E","150","D"
"20141",2724373,36,6,"1",.,"A",11,"E","160","D"
"20141",2724373,36,7,"1",.,"A",18,"E","170","D"
"20141",2724373,36,8,"1",.,"A",11,"E","190","D"
"20141",2724373,36,9,"1",.,"A",16,"E","200","D"
"20141",2724373,36,10,"1",.,"A",47,"E","210","D"
"20141",2724373,36,11,"1",.,"A",27,"E","220","D"
"20141",2725763,42,0,"1",1,"D",.,"H",,"A"
"20141",2725763,42,1,"1",.,"A",19,"E","120","D"
"20141",2725763,42,2,"1",.,"A",3,"E","140","D"
"20141",2725763,42,3,"1",.,"A",144,"E","150","D"
"20141",2725763,42,4,"1",.,"A",6,"E","160","D"
"20141",2725763,42,5,"1",.,"A",16,"E","170","D"
"20141",2725763,42,6,"1",.,"A",12,"E","190","D"
"20141",2727343,15,0,"1",1,"D",.,"H",,"A"
"20141",2727343,15,1,"1",.,"A",74,"E","100","D"
"20141",2727343,15,2,"1",.,"A",26,"E","110","D"
"20141",2727343,15,3,"1",.,"A",47,"E","120","D"
"20141",2727343,15,4,"1",.,"A",13,"E","140","D"
"20141",2727343,15,5,"1",.,"A",343,"E","150","D"
"20141",2727343,15,6,"1",.,"A",15,"E","160","D"
"20141",2727343,15,7,"1",.,"A",39,"E","170","D"
"20141",2727343,15,8,"1",.,"A",18,"E","190","D"
"20141",2728233,31,0,"1",1,"D",.,"H",,"A"
"20141",2728233,31,1,"1",.,"A",21,"E","120","D"
"20141",2728233,31,2,"1",.,"A",2,"E","140","D"
"20141",2728233,31,3,"1",.,"A",105,"E","150","D"
"20141",2728233,31,4,"1",.,"A",11,"E","170","D"
"20141",2728233,31,5,"1",.,"A",151,"E","180","D"
"20141",2728233,31,6,"1",.,"A",10,"E","190","D"
"20141",2730953,24,0,"1",1,"D",.,"H",,"A"
"20141",2730953,24,1,"1",.,"A",49,"E","120","D"
"20141",2730953,24,2,"1",.,"A",9,"E","140","D"
"20141",2730953,24,3,"1",.,"A",362,"E","150","D"
"20141",2730953,24,4,"1",.,"A",15,"E","160","D"
"20141",2730953,24,5,"1",.,"A",42,"E","170","D"
"20141",2730953,24,6,"1",.,"A",23,"E","190","D"
"20141",2735253,56,0,"1",2,"D",.,"H",,"A"
"20141",2735253,56,1,"1",.,"A",75,"E","120","D"
"20141",2735253,56,2,"1",.,"A",12,"E","140","D"
"20141",2735253,56,3,"1",.,"A",477,"E","150","D"
"20141",2735253,56,4,"1",.,"A",83,"E","160","D"
"20141",2735253,56,5,"1",.,"A",71,"E","170","D"
"20141",2735253,56,6,"1",.,"A",62,"E","190","D"
"20141",2736513,47,0,"1",1,"D",.,"H",,"A"
"20141",2736513,47,1,"1",.,"A",79,"E","130","D"
"20141",2736613,39,0,"1",1,"D",.,"H",,"A"
"20141",2736613,39,1,"1",.,"A",121,"E","120","D"
"20141",2736613,39,2,"1",.,"A",17,"E","140","D"
"20141",2736613,39,3,"1",.,"A",1008,"E","150","D"
"20141",2736613,39,4,"1",.,"A",286,"E","160","D"
"20141",2736613,39,5,"1",.,"A",105,"E","170","D"
"20141",2736613,39,6,"1",.,"A",840,"E","180","D"
"20141",2736613,39,7,"1",.,"A",123,"E","190","D"
"20141",2738113,31,0,"1",1,"D",.,"H",,"A"
"20141",2738113,31,1,"1",.,"A",499,"E","120","D"
"20141",2738113,31,2,"1",.,"A",98,"E","140","D"
"20141",2738113,31,3,"1",.,"A",3622,"E","150","D"
"20141",2738113,31,4,"1",.,"A",158,"E","160","D"
"20141",2738113,31,5,"1",.,"A",421,"E","170","D"
"20141",2738113,31,6,"1",.,"A",202,"E","190","D"
"20141",2738453,62,0,"1",1,"D",.,"H",,"A"
"20141",2738453,62,1,"1",.,"A",421,"E","100","D"
"20141",2738453,62,2,"1",.,"A",155,"E","110","D"
"20141",2738453,62,3,"1",.,"A",220,"E","120","D"
"20141",2738453,62,4,"1",.,"A",895,"E","130","D"
"20141",2738453,62,5,"1",.,"A",38,"E","140","D"
"20141",2738453,62,6,"1",.,"A",1471,"E","150","D"
"20141",2738453,62,7,"1",.,"A",256,"E","160","D"
"20141",2738453,62,8,"1",.,"A",221,"E","170","D"
"20141",2738453,62,9,"1",.,"A",193,"E","190","D"
"20141",2738453,62,10,"1",.,"A",346,"E","200","D"
"20141",2738453,62,11,"1",.,"A",379,"E","210","D"
"20141",2738453,62,12,"1",.,"A",405,"E","220","D"
"20141",2739223,38,0,"1",1,"D",.,"H",,"A"
"20141",2739223,38,1,"1",.,"A",192,"E","120","D"
"20141",2739223,38,2,"1",.,"A",28,"E","140","D"
"20141",2739223,38,3,"1",.,"A",1613,"E","150","D"
"20141",2739223,38,4,"1",.,"A",458,"E","160","D"
"20141",2739223,38,5,"1",.,"A",168,"E","170","D"
"20141",2739223,38,6,"1",.,"A",1345,"E","180","D"
"20141",2739223,38,7,"1",.,"A",196,"E","190","D"
"20141",2742213,48,0,"1",1,"D",.,"H",,"A"
"20141",2742213,48,1,"1",.,"A",1,"E","140","D"
"20141",2743423,44,0,"1",1,"D",.,"H",,"A"
"20141",2743423,44,1,"1",.,"A",123,"E","120","D"
"20141",2743423,44,2,"1",.,"A",18,"E","140","D"
