"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"900030",20352,"4",2825601,"1",
"900030",16872,"5",2825601,"1",
"900170",39995,"1",2825601,"1",
"900170",1349,"2",2825601,"1",
"900170",2176,"3",2825601,"1",
"900170",6762,"4",2825601,"1",
"900170",25641,"5",2825601,"1",
"980000",59615,"1",2825601,"1",
"980000",21773,"2",2825601,"1",
"980000",26872,"3",2825601,"1",
"980000",27114,"4",2825601,"1",
"980000",42513,"5",2825601,"1",
"980070",59615,"1",2825601,"1",
"980070",21773,"2",2825601,"1",
"980070",26872,"3",2825601,"1",
"980070",27114,"4",2825601,"1",
"980070",42513,"5",2825601,"1",
"900000",165000,"1",2825611,"1",
"900000",165000,"2",2825611,"1",
"900000",165000,"3",2825611,"1",
"900000",165000,"4",2825611,"1",
"900000",165000,"5",2825611,"1",
"950002",4188,"1",2825611,"1",
"950002",4188,"2",2825611,"1",
"950002",4188,"3",2825611,"1",
"950002",4188,"4",2825611,"1",
"950002",4188,"5",2825611,"1",
"980000",165000,"1",2825611,"1",
"980000",165000,"2",2825611,"1",
"980000",165000,"3",2825611,"1",
"980000",165000,"4",2825611,"1",
"980000",165000,"5",2825611,"1",
"980070",149922,"1",2825611,"1",
"980070",149922,"2",2825611,"1",
"980070",149922,"3",2825611,"1",
"980070",149922,"4",2825611,"1",
"980070",149922,"5",2825611,"1",
"900000",165000,"1",2825612,"1",
"900000",165000,"2",2825612,"1",
"900000",165000,"3",2825612,"1",
"900000",165000,"4",2825612,"1",
"900000",165000,"5",2825612,"1",
"950002",4188,"1",2825612,"1",
"950002",4188,"2",2825612,"1",
"950002",4188,"3",2825612,"1",
"950002",4188,"4",2825612,"1",
"950002",4188,"5",2825612,"1",
"980000",165000,"1",2825612,"1",
"980000",165000,"2",2825612,"1",
"980000",165000,"3",2825612,"1",
"980000",165000,"4",2825612,"1",
"980000",165000,"5",2825612,"1",
"980070",149922,"1",2825612,"1",
"980070",149922,"2",2825612,"1",
"980070",149922,"3",2825612,"1",
"980070",149922,"4",2825612,"1",
"980070",149922,"5",2825612,"1",
"900000",107292,"1",2825621,"1",
"900000",107663,"2",2825621,"1",
"900000",118685,"3",2825621,"1",
"900000",102696,"4",2825621,"1",
"900000",115126,"5",2825621,"1",
"900030",18047,"1",2825621,"1",
"900030",18779,"2",2825621,"1",
"900030",16931,"3",2825621,"1",
"900030",17831,"4",2825621,"1",
"900030",17771,"5",2825621,"1",
"980000",125339,"1",2825621,"1",
"980000",126442,"2",2825621,"1",
"980000",135616,"3",2825621,"1",
"980000",120527,"4",2825621,"1",
"980000",132897,"5",2825621,"1",
"980070",125339,"1",2825621,"1",
"980070",126442,"2",2825621,"1",
"980070",135616,"3",2825621,"1",
"980070",120527,"4",2825621,"1",
"980070",132897,"5",2825621,"1",
"900000",106097,"1",2825622,"1",
"900000",121579,"2",2825622,"1",
"900000",127563,"3",2825622,"1",
"900000",103424,"4",2825622,"1",
"900000",120283,"5",2825622,"1",
"900030",17327,"1",2825622,"1",
"900030",18551,"2",2825622,"1",
"900030",20867,"3",2825622,"1",
"900030",18839,"4",2825622,"1",
"900030",17291,"5",2825622,"1",
"980000",123424,"1",2825622,"1",
"980000",140130,"2",2825622,"1",
"980000",148430,"3",2825622,"1",
"980000",122263,"4",2825622,"1",
"980000",137574,"5",2825622,"1",
"980070",123424,"1",2825622,"1",
"980070",140130,"2",2825622,"1",
"980070",148430,"3",2825622,"1",
"980070",122263,"4",2825622,"1",
"980070",137574,"5",2825622,"1",
"900000",85000,"1",2825662,"1",
"900000",85000,"2",2825662,"1",
"900000",85000,"3",2825662,"1",
"900000",85000,"4",2825662,"1",
"900000",85000,"5",2825662,"1",
"980000",85000,"1",2825662,"1",
"980000",85000,"2",2825662,"1",
"980000",85000,"3",2825662,"1",
"980000",85000,"4",2825662,"1",
"980000",85000,"5",2825662,"1",
"980070",85000,"1",2825662,"1",
"980070",85000,"2",2825662,"1",
"980070",85000,"3",2825662,"1",
"980070",85000,"4",2825662,"1",
"980070",85000,"5",2825662,"1",
"900000",15159,"1",2825681,"1",
"900000",9423,"2",2825681,"1",
"900000",15199,"3",2825681,"1",
"900000",5351,"4",2825681,"1",
"900000",560,"5",2825681,"1",
"900090",9636,"1",2825681,"1",
"900090",9636,"2",2825681,"1",
"900090",9636,"3",2825681,"1",
"900090",9636,"4",2825681,"1",
"900090",9636,"5",2825681,"1",
"900150",2280,"1",2825681,"1",
"900150",2280,"2",2825681,"1",
"900150",2280,"3",2825681,"1",
"900150",2280,"4",2825681,"1",
"900150",2280,"5",2825681,"1",
"980000",27075,"1",2825681,"1",
"980000",21339,"2",2825681,"1",
"980000",27115,"3",2825681,"1",
"980000",17267,"4",2825681,"1",
"980000",12476,"5",2825681,"1",
"980070",27075,"1",2825681,"1",
"980070",21339,"2",2825681,"1",
"980070",27115,"3",2825681,"1",
"980070",17267,"4",2825681,"1",
"980070",12476,"5",2825681,"1",
"900000",11448,"1",2825682,"1",
"900000",6198,"2",2825682,"1",
"900000",542,"3",2825682,"1",
"900000",18092,"4",2825682,"1",
"900000",13474,"5",2825682,"1",
"900090",9636,"1",2825682,"1",
"900090",9636,"2",2825682,"1",
"900090",9636,"3",2825682,"1",
"900090",9636,"4",2825682,"1",
"900090",9636,"5",2825682,"1",
"900150",2280,"1",2825682,"1",
"900150",2280,"2",2825682,"1",
"900150",2280,"3",2825682,"1",
"900150",2280,"4",2825682,"1",
"900150",2280,"5",2825682,"1",
"980000",23364,"1",2825682,"1",
"980000",18114,"2",2825682,"1",
"980000",12458,"3",2825682,"1",
"980000",30008,"4",2825682,"1",
"980000",25390,"5",2825682,"1",
"980070",23364,"1",2825682,"1",
"980070",18114,"2",2825682,"1",
"980070",12458,"3",2825682,"1",
