"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX"
"20142",2748153,49,0,"1",.,"A"
"20142",2748193,49,0,"1",.,"A"
"20142",2748223,22,0,"1",.,"A"
"20142",2748233,13,0,"1",141,"D"
"20142",2748243,29,0,"1",.,"A"
"20142",2748273,36,0,"1",.,"A"
"20142",2748283,93,0,"1",.,"A"
"20142",2748303,28,0,"1",.,"A"
"20142",2748313,20,0,"1",.,"A"
"20142",2748323,33,0,"1",.,"A"
"20142",2748333,23,0,"1",.,"A"
"20142",2748343,66,0,"1",.,"A"
"20142",2748363,25,0,"1",.,"A"
"20142",2748393,24,0,"1",.,"A"
"20142",2748403,68,0,"1",.,"A"
"20142",2748423,78,0,"1",.,"A"
"20142",2748443,22,0,"1",.,"A"
"20142",2748453,33,0,"1",.,"A"
"20142",2748483,9,0,"1",.,"A"
"20142",2748513,12,0,"1",.,"A"
"20142",2748523,29,0,"1",.,"A"
"20142",2748533,38,0,"1",.,"A"
"20142",2748543,26,0,"1",.,"A"
"20142",2748553,25,0,"1",.,"A"
"20142",2748603,37,0,"1",.,"A"
"20142",2748623,30,0,"1",.,"A"
"20142",2748633,36,0,"1",.,"A"
"20142",2748643,52,0,"1",.,"A"
"20142",2748663,17,0,"1",.,"A"
"20142",2748713,19,0,"1",.,"A"
"20142",2748733,23,0,"1",.,"A"
"20142",2748753,15,0,"1",.,"A"
"20142",2748773,31,0,"1",.,"A"
"20142",2748803,19,0,"1",.,"A"
"20142",2748823,32,0,"1",.,"A"
"20142",2748853,45,0,"1",.,"A"
"20142",2748863,26,0,"1",.,"A"
"20142",2748873,32,0,"1",.,"A"
"20142",2748903,30,0,"1",.,"A"
"20142",2748923,31,0,"1",.,"A"
"20142",2748933,27,0,"1",.,"A"
"20142",2748943,31,0,"1",.,"A"
"20142",2748953,24,0,"1",.,"A"
"20142",2748993,15,0,"1",.,"A"
"20142",2749003,66,0,"1",.,"A"
"20142",2749013,32,0,"1",.,"A"
"20142",2749023,25,0,"1",.,"A"
"20142",2749033,14,0,"1",51,"D"
"20142",2749043,34,0,"1",.,"A"
"20142",2749063,8,0,"1",.,"A"
"20142",2749103,19,0,"1",40,"D"
"20142",2749123,39,0,"1",.,"A"
"20142",2749143,38,0,"1",150,"D"
"20142",2749173,37,0,"1",.,"A"
"20142",2749193,36,0,"1",.,"A"
"20142",2749203,26,0,"1",.,"A"
"20142",2749213,94,0,"1",.,"A"
"20142",2749233,27,0,"1",.,"A"
"20142",2749243,65,0,"1",.,"A"
"20142",2749253,18,0,"1",.,"A"
"20142",2749283,38,0,"1",.,"A"
"20142",2749333,25,0,"1",.,"A"
"20142",2749343,21,0,"1",.,"A"
"20142",2749353,21,0,"1",.,"A"
"20142",2749373,38,0,"1",.,"A"
"20142",2749393,47,0,"1",.,"A"
"20142",2749423,16,0,"1",.,"A"
"20142",2749473,22,0,"1",.,"A"
"20142",2749483,70,0,"1",.,"A"
"20142",2749493,11,0,"1",.,"A"
"20142",2749513,45,0,"1",.,"A"
"20142",2749543,46,0,"1",.,"A"
"20142",2749563,19,0,"1",.,"A"
"20142",2749623,38,0,"1",.,"A"
"20142",2749633,10,0,"1",.,"A"
"20142",2749653,35,0,"1",.,"A"
"20142",2749693,55,0,"1",.,"A"
"20142",2749743,22,0,"1",.,"A"
"20142",2749753,26,0,"1",50,"D"
"20142",2749763,12,0,"1",.,"A"
"20142",2749783,43,0,"1",.,"A"
"20142",2749803,30,0,"1",.,"A"
"20142",2749813,43,0,"1",.,"A"
"20142",2749823,34,0,"1",.,"A"
"20142",2749833,36,0,"1",.,"A"
"20142",2749843,8,0,"1",.,"A"
"20142",2749863,48,0,"1",50,"D"
"20142",2749873,21,0,"1",50,"D"
"20142",2749883,17,0,"1",.,"A"
"20142",2749903,27,0,"1",.,"A"
"20142",2749923,12,0,"1",.,"A"
"20142",2749963,20,0,"1",.,"A"
"20142",2749973,39,0,"1",.,"A"
"20142",2750023,8,0,"1",.,"A"
"20142",2750073,64,0,"1",.,"A"
"20142",2750093,16,0,"1",.,"A"
"20142",2750123,66,0,"1",.,"A"
"20142",2750133,24,0,"1",25,"D"
"20142",2750163,39,0,"1",60,"D"
"20142",2750173,39,0,"1",.,"A"
"20142",2750193,40,0,"1",.,"A"
"20142",2750213,44,0,"1",.,"A"
"20142",2750233,35,0,"1",.,"A"
"20142",2750243,14,0,"1",.,"A"
"20142",2750263,27,0,"1",.,"A"
"20142",2750303,57,0,"1",.,"A"
"20142",2750363,13,0,"1",.,"A"
"20142",2750373,33,0,"1",.,"A"
"20142",2750383,29,0,"1",.,"A"
"20142",2750473,22,0,"1",.,"A"
"20142",2750523,64,0,"1",.,"A"
"20142",2750553,23,0,"1",.,"A"
"20142",2750563,25,0,"1",.,"A"
"20142",2750573,21,0,"1",.,"A"
"20142",2750593,36,0,"1",.,"A"
"20142",2750603,15,0,"1",.,"A"
"20142",2750613,38,0,"1",29,"D"
"20142",2750633,42,0,"1",.,"A"
"20142",2750653,41,0,"1",.,"A"
"20142",2750663,50,0,"1",.,"A"
"20142",2750703,23,0,"1",.,"A"
"20142",2750713,11,0,"1",.,"A"
"20142",2750733,13,0,"1",.,"A"
"20142",2750743,36,0,"1",.,"A"
"20142",2750763,18,0,"1",.,"A"
"20142",2750773,20,0,"1",.,"A"
"20142",2750793,15,0,"1",.,"A"
"20142",2750813,8,0,"1",.,"A"
"20142",2750833,24,0,"1",.,"A"
"20142",2750843,9,0,"1",.,"A"
"20142",2750853,33,0,"1",.,"A"
"20142",2750863,15,0,"1",.,"A"
"20142",2750883,14,0,"1",.,"A"
"20142",2750933,33,0,"1",120,"D"
"20142",2750943,32,0,"1",.,"A"
"20142",2750953,44,0,"1",.,"A"
"20142",2750993,34,0,"1",.,"A"
"20142",2751023,48,0,"1",.,"A"
"20142",2751033,20,0,"1",.,"A"
"20142",2751043,10,0,"1",.,"A"
"20142",2751063,19,0,"1",.,"A"
"20142",2751103,33,0,"1",.,"A"
"20142",2751133,23,0,"1",.,"A"
"20142",2751163,37,0,"1",.,"A"
"20142",2751193,30,0,"1",.,"A"
"20142",2751203,30,0,"1",.,"A"
"20142",2751213,27,0,"1",.,"A"
"20142",2751233,28,0,"1",.,"A"
"20142",2751243,21,0,"1",.,"A"
"20142",2751253,12,0,"1",.,"A"
"20142",2751263,21,0,"1",.,"A"
"20142",2751273,48,0,"1",.,"A"
"20142",2751293,31,0,"1",.,"A"
"20142",2751303,37,0,"1",.,"A"
"20142",2751313,34,0,"1",.,"A"
"20142",2751333,43,0,"1",.,"A"
"20142",2751353,28,0,"1",.,"A"
"20142",2751373,60,0,"1",.,"A"
"20142",2751383,22,0,"1",.,"A"
"20142",2751403,6,0,"1",.,"A"
"20142",2751424,16,0,"1",.,"A"
"20142",2751453,31,0,"1",.,"A"
"20142",2751493,24,0,"1",.,"A"
"20142",2751503,58,0,"1",.,"A"
"20142",2751523,28,0,"1",.,"A"
"20142",2751533,16,0,"1",.,"A"
"20142",2751553,14,0,"1",.,"A"
"20142",2751563,34,0,"1",.,"A"
"20142",2751573,53,0,"1",.,"A"
"20142",2751593,33,0,"1",.,"A"
"20142",2751634,24,0,"1",.,"A"
"20142",2751644,30,0,"1",.,"A"
"20142",2751653,29,0,"1",.,"A"
"20142",2751663,43,0,"1",.,"A"
"20142",2751673,30,0,"1",.,"A"
"20142",2751683,39,0,"1",.,"A"
"20142",2751703,55,0,"1",.,"A"
"20142",2751713,22,0,"1",.,"A"
"20142",2751773,22,0,"1",.,"A"
"20142",2751783,27,0,"1",.,"A"
"20142",2751803,44,0,"1",.,"A"
"20142",2751823,28,0,"1",.,"A"
"20142",2751833,27,0,"1",.,"A"
"20142",2751843,49,0,"1",.,"A"
"20142",2751873,32,0,"1",.,"A"
"20142",2751883,38,0,"1",.,"A"
"20142",2751903,16,0,"1",.,"A"
"20142",2751913,42,0,"1",.,"A"
"20142",2751953,10,0,"1",.,"A"
"20142",2751963,29,0,"1",.,"A"
"20142",2752043,47,0,"1",.,"A"
"20142",2752053,23,0,"1",.,"A"
"20142",2752123,51,0,"1",.,"A"
"20142",2752133,27,0,"1",.,"A"
"20142",2752163,55,0,"1",.,"A"
"20142",2752183,26,0,"1",.,"A"
"20142",2752193,85,0,"1",.,"A"
"20142",2752203,15,0,"1",.,"A"
"20142",2752213,31,0,"1",25,"D"
"20142",2752223,23,0,"1",.,"A"
"20142",2752233,63,0,"1",.,"A"
"20142",2752243,22,0,"1",.,"A"
"20142",2752253,9,0,"1",.,"A"
"20142",2752263,29,0,"1",.,"A"
"20142",2752273,46,0,"1",.,"A"
"20142",2752283,13,0,"1",0,"D"
"20142",2752293,19,0,"1",.,"A"
"20142",2752304,69,0,"1",30,"D"
"20142",2752313,34,0,"1",.,"A"
"20142",2752343,62,0,"1",.,"A"
"20142",2752353,22,0,"1",.,"A"
"20142",2752384,31,0,"1",.,"A"
"20142",2752393,34,0,"1",.,"A"
"20142",2752403,14,0,"1",60,"D"
"20142",2752413,22,0,"1",.,"A"
"20142",2752423,22,0,"1",.,"A"
"20142",2752433,22,0,"1",.,"A"
"20142",2752473,20,0,"1",.,"A"
"20142",2752523,30,0,"1",.,"A"
"20142",2752563,14,0,"1",.,"A"
"20142",2752583,38,0,"1",.,"A"
"20142",2752593,46,0,"1",.,"A"
"20142",2752613,53,0,"1",.,"A"
"20142",2752623,26,0,"1",.,"A"
"20142",2752634,11,0,"1",.,"A"
"20142",2752643,48,0,"1",.,"A"
"20142",2752663,26,0,"1",.,"A"
"20142",2752683,36,0,"1",.,"A"
"20142",2752693,38,0,"1",.,"A"
"20142",2752703,57,0,"1",.,"A"
"20142",2752723,46,0,"1",.,"A"
"20142",2752743,11,0,"1",.,"A"
"20142",2752763,59,0,"1",.,"A"
"20142",2752773,39,0,"1",.,"A"
"20142",2752783,19,0,"1",.,"A"
"20142",2752793,20,0,"1",.,"A"
"20142",2752813,46,0,"1",.,"A"
"20142",2752823,47,0,"1",.,"A"
"20142",2752843,15,0,"1",300,"D"
"20142",2752855,33,0,"1",.,"A"
"20142",2752873,21,0,"1",.,"A"
"20142",2752893,27,0,"1",.,"A"
"20142",2752903,21,0,"1",.,"A"
"20142",2752923,39,0,"1",.,"A"
"20142",2752943,58,0,"1",.,"A"
"20142",2752973,8,0,"1",.,"A"
"20142",2752983,68,0,"1",.,"A"
"20142",2752993,26,0,"1",.,"A"
"20142",2753023,32,0,"1",.,"A"
"20142",2753043,38,0,"1",.,"A"
"20142",2753073,52,0,"1",.,"A"
"20142",2753103,37,0,"1",.,"A"
"20142",2753113,23,0,"1",.,"A"
"20142",2753143,25,0,"1",.,"A"
"20142",2753153,46,0,"1",.,"A"
"20142",2753163,31,0,"1",.,"A"
"20142",2753213,40,0,"1",.,"A"
"20142",2753243,53,0,"1",.,"A"
"20142",2753273,17,0,"1",.,"A"
"20142",2753293,9,0,"1",.,"A"
"20142",2753303,20,0,"1",25,"D"
"20142",2753383,50,0,"1",.,"A"
"20142",2753393,16,0,"1",.,"A"
"20142",2753403,32,0,"1",.,"A"
"20142",2753413,88,0,"1",.,"A"
"20142",2753423,28,0,"1",.,"A"
"20142",2753433,25,0,"1",.,"A"
"20142",2753443,18,0,"1",.,"A"
"20142",2753453,49,0,"1",.,"A"
"20142",2753463,60,0,"1",39,"D"
"20142",2753513,22,0,"1",.,"A"
"20142",2753523,18,0,"1",.,"A"
"20142",2753533,43,0,"1",.,"A"
"20142",2753543,7,0,"1",.,"A"
"20142",2753563,35,0,"1",.,"A"
"20142",2753573,38,0,"1",.,"A"
"20142",2753613,22,0,"1",.,"A"
"20142",2753623,53,0,"1",.,"A"
"20142",2753643,57,0,"1",.,"A"
"20142",2753663,37,0,"1",105,"D"
"20142",2753673,53,0,"1",.,"A"
"20142",2753683,17,0,"1",.,"A"
"20142",2753713,15,0,"1",.,"A"
"20142",2753773,27,0,"1",.,"A"
"20142",2753783,46,0,"1",.,"A"
"20142",2753803,15,0,"1",.,"A"
"20142",2753813,34,0,"1",.,"A"
"20142",2753823,42,0,"1",.,"A"
"20142",2753853,46,0,"1",.,"A"
"20142",2753873,36,0,"1",.,"A"
"20142",2753943,24,0,"1",.,"A"
"20142",2753953,38,0,"1",.,"A"
"20142",2753973,13,0,"1",.,"A"
"20142",2753983,45,0,"1",.,"A"
"20142",2753993,37,0,"1",.,"A"
"20142",2754053,35,0,"1",.,"A"
"20142",2754073,65,0,"1",.,"A"
"20142",2754083,10,0,"1",.,"A"
"20142",2754093,15,0,"1",.,"A"
"20142",2754113,36,0,"1",.,"A"
"20142",2754123,51,0,"1",.,"A"
"20142",2754153,54,0,"1",.,"A"
"20142",2754213,50,0,"1",.,"A"
"20142",2754223,57,0,"1",.,"A"
"20142",2754243,22,0,"1",.,"A"
"20142",2754253,14,0,"1",.,"A"
"20142",2754263,24,0,"1",80,"D"
"20142",2754293,6,0,"1",.,"A"
"20142",2754303,43,0,"1",.,"A"
"20142",2754313,44,0,"1",.,"A"
"20142",2754323,20,0,"1",.,"A"
"20142",2754403,20,0,"1",.,"A"
"20142",2754413,40,0,"1",.,"A"
"20142",2754423,24,0,"1",.,"A"
"20142",2754433,23,0,"1",.,"A"
"20142",2754443,12,0,"1",.,"A"
"20142",2754453,7,0,"1",.,"A"
"20142",2754473,63,0,"1",.,"A"
"20142",2754493,20,0,"1",30,"D"
"20142",2754513,30,0,"1",.,"A"
"20142",2754543,22,0,"1",.,"A"
"20142",2754563,40,0,"1",.,"A"
"20142",2754583,62,0,"1",100,"D"
"20142",2754593,24,0,"1",.,"A"
"20142",2754643,9,0,"1",.,"A"
"20142",2754663,58,0,"1",.,"A"
"20142",2754743,118,0,"1",.,"A"
"20142",2754763,45,0,"1",.,"A"
"20142",2754773,13,0,"1",.,"A"
"20142",2754783,31,0,"1",.,"A"
"20142",2754803,27,0,"1",.,"A"
"20142",2754813,31,0,"1",.,"A"
"20142",2754833,20,0,"1",.,"A"
"20142",2754863,30,0,"1",.,"A"
"20142",2754893,22,0,"1",.,"A"
"20142",2754913,34,0,"1",.,"A"
"20142",2754923,42,0,"1",.,"A"
"20142",2754933,51,0,"1",.,"A"
"20142",2754964,23,0,"1",.,"A"
"20142",2754973,25,0,"1",.,"A"
"20142",2754993,59,0,"1",.,"A"
"20142",2755033,29,0,"1",.,"A"
"20142",2755043,33,0,"1",.,"A"
"20142",2755073,31,0,"1",.,"A"
"20142",2755083,33,0,"1",.,"A"
"20142",2755093,39,0,"1",.,"A"
"20142",2755133,43,0,"1",.,"A"
"20142",2755163,10,0,"1",.,"A"
"20142",2755193,35,0,"1",.,"A"
"20142",2755223,49,0,"1",.,"A"
"20142",2755233,36,0,"1",.,"A"
"20142",2755273,37,0,"1",.,"A"
"20142",2755303,18,0,"1",.,"A"
"20142",2755333,27,0,"1",.,"A"
"20142",2755343,11,0,"1",180,"D"
"20142",2755363,34,0,"1",.,"A"
"20142",2755373,33,0,"1",.,"A"
"20142",2755403,17,0,"1",.,"A"
"20142",2755423,17,0,"1",.,"A"
"20142",2755465,40,0,"1",.,"A"
"20142",2755483,20,0,"1",.,"A"
"20142",2755493,51,0,"1",.,"A"
"20142",2755513,33,0,"1",.,"A"
"20142",2755533,24,0,"1",.,"A"
"20142",2755543,38,0,"1",.,"A"
"20142",2755583,28,0,"1",.,"A"
"20142",2755593,57,0,"1",50,"D"
"20142",2755603,31,0,"1",.,"A"
"20142",2755613,13,0,"1",.,"A"
"20142",2755663,19,0,"1",.,"A"
"20142",2755673,13,0,"1",.,"A"
"20142",2755683,18,0,"1",.,"A"
"20142",2755713,17,0,"1",.,"A"
"20142",2755723,6,0,"1",.,"A"
"20142",2755753,55,0,"1",.,"A"
"20142",2755763,15,0,"1",.,"A"
"20142",2755783,30,0,"1",.,"A"
"20142",2755793,16,0,"1",.,"A"
"20142",2755803,19,0,"1",.,"A"
"20142",2755823,18,0,"1",.,"A"
"20142",2755833,39,0,"1",.,"A"
"20142",2755863,11,0,"1",.,"A"
"20142",2755933,33,0,"1",.,"A"
"20142",2755944,43,0,"1",.,"A"
"20142",2755973,29,0,"1",.,"A"
"20142",2756003,15,0,"1",.,"A"
"20142",2756033,17,0,"1",.,"A"
"20142",2756043,66,0,"1",.,"A"
"20142",2756053,37,0,"1",20,"D"
"20142",2756073,34,0,"1",.,"A"
"20142",2756083,28,0,"1",.,"A"
"20142",2756103,25,0,"1",.,"A"
"20142",2756113,57,0,"1",.,"A"
"20142",2756123,47,0,"1",.,"A"
"20142",2756153,16,0,"1",.,"A"
"20142",2756183,42,0,"1",.,"A"
"20142",2756193,35,0,"1",.,"A"
"20142",2756213,18,0,"1",.,"A"
"20142",2756263,24,0,"1",.,"A"
"20142",2756273,37,0,"1",.,"A"
"20142",2756283,39,0,"1",.,"A"
"20142",2756293,47,0,"1",.,"A"
"20142",2756323,10,0,"1",.,"A"
"20142",2756333,19,0,"1",.,"A"
"20142",2756353,50,0,"1",.,"A"
"20142",2756373,45,0,"1",.,"A"
"20142",2756403,19,0,"1",.,"A"
"20142",2756424,24,0,"1",.,"A"
"20142",2756443,61,0,"1",.,"A"
"20142",2756493,23,0,"1",50,"D"
"20142",2756503,55,0,"1",.,"A"
"20142",2756515,15,0,"1",.,"A"
"20142",2756523,38,0,"1",.,"A"
"20142",2756543,37,0,"1",.,"A"
"20142",2756553,17,0,"1",.,"A"
"20142",2756563,40,0,"1",.,"A"
"20142",2756593,9,0,"1",.,"A"
"20142",2756603,22,0,"1",.,"A"
"20142",2756613,18,0,"1",.,"A"
"20142",2756623,39,0,"1",.,"A"
"20142",2756653,17,0,"1",.,"A"
"20142",2756683,12,0,"1",.,"A"
"20142",2756693,19,0,"1",.,"A"
"20142",2756703,26,0,"1",.,"A"
"20142",2756713,39,0,"1",.,"A"
"20142",2756723,36,0,"1",.,"A"
"20142",2756753,21,0,"1",.,"A"
"20142",2756773,15,0,"1",.,"A"
"20142",2756783,27,0,"1",.,"A"
"20142",2756803,37,0,"1",.,"A"
"20142",2756813,30,0,"1",.,"A"
"20142",2756833,42,0,"1",.,"A"
"20142",2756853,81,0,"1",.,"A"
"20142",2756863,48,0,"1",.,"A"
"20142",2756893,10,0,"1",.,"A"
"20142",2756913,47,0,"1",.,"A"
"20142",2756933,43,0,"1",.,"A"
"20142",2756943,29,0,"1",.,"A"
"20142",2756963,37,0,"1",.,"A"
"20142",2756973,8,0,"1",.,"A"
"20142",2756983,14,0,"1",.,"A"
"20142",2756993,10,0,"1",.,"A"
"20142",2757003,22,0,"1",.,"A"
"20142",2757013,34,0,"1",.,"A"
"20142",2757023,19,0,"1",.,"A"
"20142",2757033,35,0,"1",.,"A"
"20142",2757073,18,0,"1",.,"A"
"20142",2757093,30,0,"1",.,"A"
"20142",2757123,38,0,"1",.,"A"
"20142",2757133,69,0,"1",.,"A"
"20142",2757143,6,0,"1",.,"A"
"20142",2757163,29,0,"1",.,"A"
"20142",2757183,53,0,"1",.,"A"
"20142",2757193,30,0,"1",.,"A"
"20142",2757223,26,0,"1",.,"A"
"20142",2757233,20,0,"1",.,"A"
"20142",2757283,11,0,"1",.,"A"
"20142",2757303,14,0,"1",.,"A"
"20142",2757323,17,0,"1",.,"A"
"20142",2757343,35,0,"1",.,"A"
"20142",2757373,18,0,"1",.,"A"
"20142",2757393,18,0,"1",.,"A"
"20142",2757413,35,0,"1",.,"A"
"20142",2757423,21,0,"1",.,"A"
"20142",2757473,20,0,"1",.,"A"
"20142",2757483,32,0,"1",.,"A"
"20142",2757493,4,0,"1",.,"A"
"20142",2757503,33,0,"1",.,"A"
"20142",2757533,50,0,"1",.,"A"
"20142",2757583,26,0,"1",.,"A"
"20142",2757613,13,0,"1",.,"A"
"20142",2757643,26,0,"1",.,"A"
"20142",2757655,46,0,"1",.,"A"
"20142",2757673,49,0,"1",.,"A"
"20142",2757683,28,0,"1",.,"A"
"20142",2757713,16,0,"1",.,"A"
"20142",2757723,16,0,"1",.,"A"
"20142",2757773,9,0,"1",.,"A"
"20142",2757783,31,0,"1",.,"A"
"20142",2757793,60,0,"1",.,"A"
"20142",2757843,42,0,"1",.,"A"
"20142",2757863,23,0,"1",.,"A"
"20142",2757923,19,0,"1",.,"A"
"20142",2757943,22,0,"1",.,"A"
"20142",2757963,23,0,"1",.,"A"
"20142",2757983,44,0,"1",.,"A"
"20142",2758004,8,0,"1",.,"A"
"20142",2758033,15,0,"1",.,"A"
"20142",2758053,56,0,"1",.,"A"
"20142",2758063,48,0,"1",.,"A"
"20142",2758093,19,0,"1",.,"A"
"20142",2758103,37,0,"1",.,"A"
"20142",2758173,13,0,"1",.,"A"
"20142",2758183,28,0,"1",.,"A"
"20142",2758193,8,0,"1",.,"A"
"20142",2758253,41,0,"1",.,"A"
"20142",2758263,22,0,"1",.,"A"
"20142",2758273,30,0,"1",.,"A"
"20142",2758283,34,0,"1",.,"A"
"20142",2758303,52,0,"1",.,"A"
"20142",2758353,43,0,"1",.,"A"
"20142",2758363,10,0,"1",.,"A"
"20142",2758373,46,0,"1",.,"A"
"20142",2758393,10,0,"1",.,"A"
"20142",2758403,32,0,"1",.,"A"
"20142",2758413,43,0,"1",.,"A"
"20142",2758443,34,0,"1",.,"A"
"20142",2758483,18,0,"1",.,"A"
"20142",2758493,20,0,"1",.,"A"
"20142",2758523,42,0,"1",.,"A"
"20142",2758543,12,0,"1",.,"A"
"20142",2758553,34,0,"1",.,"A"
"20142",2758603,35,0,"1",.,"A"
"20142",2758623,44,0,"1",.,"A"
"20142",2758653,24,0,"1",.,"A"
"20142",2758663,30,0,"1",.,"A"
"20142",2758673,6,0,"1",.,"A"
"20142",2758713,34,0,"1",.,"A"
"20142",2758733,27,0,"1",.,"A"
"20142",2758783,36,0,"1",.,"A"
"20142",2758793,27,0,"1",.,"A"
"20142",2758833,34,0,"1",.,"A"
"20142",2758843,33,0,"1",.,"A"
"20142",2758863,22,0,"1",.,"A"
"20142",2758883,29,0,"1",.,"A"
"20142",2758923,17,0,"1",.,"A"
"20142",2758933,31,0,"1",.,"A"
"20142",2758943,17,0,"1",.,"A"
"20142",2758963,7,0,"1",.,"A"
"20142",2758973,36,0,"1",.,"A"
"20142",2758983,34,0,"1",.,"A"
"20142",2758993,37,0,"1",.,"A"
"20142",2759003,28,0,"1",.,"A"
"20142",2759023,66,0,"1",.,"A"
"20142",2759053,23,0,"1",.,"A"
"20142",2759073,11,0,"1",.,"A"
"20142",2759083,43,0,"1",.,"A"
"20142",2759093,42,0,"1",.,"A"
"20142",2759103,19,0,"1",.,"A"
"20142",2759123,23,0,"1",.,"A"
"20142",2759133,34,0,"1",.,"A"
"20142",2759143,29,0,"1",.,"A"
"20142",2759153,30,0,"1",.,"A"
"20142",2759173,30,0,"1",.,"A"
"20142",2759183,21,0,"1",.,"A"
"20142",2759223,15,0,"1",.,"A"
"20142",2759233,13,0,"1",.,"A"
"20142",2759243,18,0,"1",.,"A"
"20142",2759253,30,0,"1",.,"A"
"20142",2759263,10,0,"1",.,"A"
"20142",2759273,21,0,"1",.,"A"
"20142",2759313,10,0,"1",.,"A"
"20142",2759323,43,0,"1",.,"A"
"20142",2759353,35,0,"1",.,"A"
"20142",2759363,36,0,"1",.,"A"
"20142",2759375,17,0,"1",.,"A"
"20142",2759383,10,0,"1",20,"D"
"20142",2759393,33,0,"1",.,"A"
"20142",2759403,17,0,"1",156,"D"
"20142",2759453,18,0,"1",.,"A"
"20142",2759463,25,0,"1",.,"A"
"20142",2759473,22,0,"1",.,"A"
"20142",2759483,54,0,"1",.,"A"
"20142",2759553,15,0,"1",.,"A"
"20142",2759563,38,0,"1",.,"A"
"20142",2759593,41,0,"1",.,"A"
"20142",2759603,12,0,"1",.,"A"
"20142",2759613,12,0,"1",.,"A"
"20142",2759624,44,0,"1",.,"A"
"20142",2759633,76,0,"1",.,"A"
"20142",2759643,45,0,"1",.,"A"
"20142",2759673,26,0,"1",.,"A"
"20142",2759683,16,0,"1",.,"A"
"20142",2759713,37,0,"1",.,"A"
"20142",2759773,39,0,"1",.,"A"
"20142",2759793,26,0,"1",.,"A"
"20142",2759803,20,0,"1",.,"A"
"20142",2759823,14,0,"1",.,"A"
"20142",2759833,32,0,"1",.,"A"
"20142",2759843,33,0,"1",.,"A"
"20142",2759913,16,0,"1",.,"A"
"20142",2759933,8,0,"1",.,"A"
"20142",2759953,45,0,"1",.,"A"
"20142",2759963,18,0,"1",.,"A"
"20142",2759983,14,0,"1",.,"A"
"20142",2760003,36,0,"1",.,"A"
"20142",2760033,42,0,"1",.,"A"
"20142",2760043,17,0,"1",.,"A"
"20142",2760053,29,0,"1",.,"A"
"20142",2760143,32,0,"1",.,"A"
"20142",2760173,15,0,"1",.,"A"
"20142",2760183,42,0,"1",.,"A"
"20142",2760203,12,0,"1",.,"A"
"20142",2760223,19,0,"1",.,"A"
"20142",2760243,21,0,"1",.,"A"
"20142",2760293,52,0,"1",.,"A"
"20142",2760353,67,0,"1",.,"A"
"20142",2760373,19,0,"1",.,"A"
"20142",2760383,27,0,"1",.,"A"
"20142",2760393,29,0,"1",.,"A"
"20142",2760415,27,0,"1",195,"D"
"20142",2760423,9,0,"1",.,"A"
"20142",2760473,17,0,"1",.,"A"
"20142",2760493,27,0,"1",.,"A"
"20142",2760503,18,0,"1",.,"A"
"20142",2760513,18,0,"1",.,"A"
"20142",2760523,41,0,"1",.,"A"
"20142",2760533,18,0,"1",.,"A"
"20142",2760583,18,0,"1",.,"A"
"20142",2760623,23,0,"1",.,"A"
"20142",2760633,20,0,"1",.,"A"
"20142",2760643,25,0,"1",.,"A"
"20142",2760653,21,0,"1",.,"A"
"20142",2760673,34,0,"1",.,"A"
"20142",2760713,17,0,"1",.,"A"
"20142",2760723,29,0,"1",.,"A"
"20142",2760734,13,0,"1",.,"A"
"20142",2760753,15,0,"1",20,"D"
"20142",2760803,21,0,"1",.,"A"
"20142",2760833,11,0,"1",.,"A"
"20142",2760873,18,0,"1",.,"A"
"20142",2760903,26,0,"1",.,"A"
"20142",2760913,36,0,"1",.,"A"
"20142",2760923,19,0,"1",.,"A"
"20142",2760943,13,0,"1",.,"A"
"20142",2761053,19,0,"1",.,"A"
"20142",2761063,27,0,"1",.,"A"
"20142",2761114,15,0,"1",.,"A"
"20142",2761123,39,0,"1",.,"A"
"20142",2761133,42,0,"1",.,"A"
"20142",2761153,32,0,"1",100,"D"
"20142",2761173,21,0,"1",.,"A"
"20142",2761203,40,0,"1",.,"A"
"20142",2761223,15,0,"1",.,"A"
"20142",2761233,33,0,"1",.,"A"
"20142",2761243,25,0,"1",.,"A"
"20142",2761253,19,0,"1",.,"A"
"20142",2761273,19,0,"1",.,"A"
"20142",2761293,33,0,"1",.,"A"
"20142",2761303,27,0,"1",.,"A"
"20142",2761323,56,0,"1",.,"A"
"20142",2761333,19,0,"1",.,"A"
"20142",2761343,9,0,"1",.,"A"
"20142",2761363,25,0,"1",.,"A"
"20142",2761373,50,0,"1",.,"A"
"20142",2761393,29,0,"1",.,"A"
"20142",2761403,72,0,"1",.,"A"
"20142",2761433,28,0,"1",.,"A"
"20142",2761473,37,0,"1",.,"A"
"20142",2761484,14,0,"1",.,"A"
"20142",2761493,42,0,"1",.,"A"
"20142",2761503,28,0,"1",.,"A"
"20142",2761543,45,0,"1",.,"A"
"20142",2761563,19,0,"1",.,"A"
"20142",2761583,19,0,"1",.,"A"
"20142",2761593,11,0,"1",.,"A"
"20142",2761623,23,0,"1",.,"A"
"20142",2761653,23,0,"1",.,"A"
"20142",2761683,21,0,"1",.,"A"
"20142",2761693,33,0,"1",.,"A"
"20142",2761703,48,0,"1",.,"A"
"20142",2761723,26,0,"1",.,"A"
"20142",2761753,29,0,"1",40,"D"
"20142",2761773,14,0,"1",.,"A"
