"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPFLUDX","VOPF_UDX","VOPPARKX","VOPP_RKX","VOPTOWX","VOPTOWX_","VOPDOCKX","VOPD_CKX","VOPPLCYX","VOPP_CYX","TANKGASX","TANK_ASX","JGASOXQV","JGAS_XQV","JDIESXQV","JDIE_XQV","VOPCLUBX","VOPC_UBX","VOPTOLLX","VOPT_LLX","VOPOILX","VOPOILX_"
"20141",2647065,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647085,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647105,20,0,"1",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A",50,"D"
"20141",2647115,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",690,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647125,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647135,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",102,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647165,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",435,"D",.,"A",.,"A",15,"D",.,"A"
"20141",2647205,64,0,"1",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",115,"D",75,"D",17,"D"
"20141",2647295,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",390,"D",.,"A"
"20141",2647355,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1650,"D",.,"A",.,"A",40,"D",.,"A"
"20141",2647395,79,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2550,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647435,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647445,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647475,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",375,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647485,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647505,30,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",35,"D",40,"D",.,"A"
"20141",2647575,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647585,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",30,"D",.,"A"
"20141",2647595,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647625,68,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647635,27,0,"1",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A",252,"D",.,"A",.,"A",15,"D",.,"A"
"20141",2647645,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",510,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647665,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647675,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647685,51,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",66,"D",.,"A"
"20141",2647705,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647745,104,0,"1",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",24,"D",.,"A"
"20141",2647755,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647775,74,0,"1",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",45,"D",.,"A"
"20141",2647805,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647845,27,0,"1",10,"D",100,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647865,9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647875,11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647895,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647925,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647935,24,0,"1",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647965,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",.,"A",20,"D",.,"A"
"20141",2647975,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647985,75,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",33,"D",.,"A"
"20141",2647995,61,0,"1",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",25,"D",.,"A"
"20141",2648015,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648035,37,0,"1",.,"A",.,"A",100,"D",.,"A",2000,"D",.,"A",3000,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648065,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",8,"D",.,"A"
"20141",2648075,69,0,"1",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648105,56,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648135,6,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648165,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",375,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648215,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648245,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648255,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648265,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648275,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648285,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",29,"D"
"20141",2648325,37,0,"1",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",255,"D",.,"A",35,"D",15,"D",.,"A"
"20141",2648345,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648385,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648405,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648435,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648455,100,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",530,"D",.,"A"
"20141",2648465,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648505,58,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1041,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648525,65,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648535,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648575,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648585,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648605,74,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",77,"D",.,"A",.,"A"
"20141",2648635,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",20,"D",.,"A"
"20141",2648665,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648705,52,0,"1",.,"A",458,"D",.,"A",.,"A",.,"A",.,"A",561,"D",.,"A",.,"A",300,"D",.,"A"
"20141",2648735,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648755,59,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",6,"D",.,"A"
"20141",2648785,44,0,"1",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",300,"D",.,"A"
"20141",2648795,34,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648845,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648885,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648925,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",9,"D"
"20141",2648965,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649025,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649045,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649075,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649095,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",660,"D",600,"D",.,"A",.,"A",.,"A"
"20141",2649105,50,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649125,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649155,62,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649185,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1350,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649205,84,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",20,"D",300,"D",.,"A",.,"A",100,"D",.,"A"
"20141",2649225,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649235,60,0,"1",20,"D",60,"D",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",80,"D",.,"A"
"20141",2649275,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649315,74,0,"1",.,"A",2,"D",.,"A",.,"A",.,"A",.,"A",855,"D",435,"D",.,"A",.,"A",.,"A"
"20141",2649325,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",690,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649355,25,0,"1",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",525,"D",.,"A",.,"A",.,"A",10,"D"
"20141",2649375,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A",40,"D"
"20141",2649395,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",630,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649405,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649445,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649465,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649475,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649485,75,0,"1",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",675,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649515,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649535,118,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649585,41,0,"1",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649635,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",89,"D",.,"A",.,"A"
"20141",2649645,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649655,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649665,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649675,54,0,"1",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",1725,"D",.,"A",.,"A",75,"D",.,"A"
"20141",2649695,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",25,"D",.,"A"
"20141",2649705,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649725,58,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649745,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",125,"D",.,"A"
"20141",2649775,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1800,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649785,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649805,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649815,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649885,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649895,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649915,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1350,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649945,9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649955,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649965,49,0,"1",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",10,"D",.,"A"
"20141",2649985,44,0,"1",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649995,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650035,52,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650085,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650095,41,0,"1",.,"A",94,"D",.,"A",.,"A",.,"A",.,"A",765,"D",.,"A",81,"D",.,"A",.,"A"
"20141",2650105,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650115,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650135,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",.,"A",15,"D"
"20141",2650155,36,0,"1",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650185,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650195,96,0,"1",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",15,"D"
"20141",2650225,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650245,54,0,"1",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650275,78,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",612,"D",.,"A",.,"A",4,"D",.,"A"
"20141",2650285,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1920,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650295,49,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",8,"D"
"20141",2650315,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",30,"D"
"20141",2650325,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650335,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650385,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",56,"D",.,"A",.,"A"
"20141",2650445,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650455,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650475,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650495,46,0,"1",2,"D",8,"D",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650515,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650545,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650575,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",429,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650595,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650605,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650615,12,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650635,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650685,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650715,31,0,"1",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650725,6,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650735,65,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650755,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650815,10,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650825,48,0,"1",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",110,"D",8,"D",.,"A"
"20141",2650865,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",282,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650955,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650965,12,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651015,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651025,55,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1260,"D",.,"A",.,"A",40,"D",.,"A"
"20141",2651035,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651045,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651075,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651105,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651115,54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1350,"D",.,"A",.,"A",25,"D",.,"A"
"20141",2651165,49,0,"1",4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",69,"D",.,"A",6,"D"
"20141",2651185,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651195,37,0,"1",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651205,66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651225,50,0,"1",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A",486,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651235,25,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651245,51,0,"1",.,"A",420,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",75,"D",.,"A"
"20141",2651275,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651315,57,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651375,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651385,81,0,"1",.,"A",70,"D",.,"A",.,"A",.,"A",.,"A",486,"D",.,"A",85,"D",80,"D",.,"A"
"20141",2651405,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1650,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651425,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651435,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651445,48,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651455,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651475,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651485,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651505,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651535,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651555,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651575,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651585,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3900,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651595,55,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",60,"D",.,"A"
