"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20144",2910202,34,0,"5","01","D","100","D",0.0859,"F",35000,"F",15,"F",700,"F",,"B",,"B",,"B",,"B",353,"F",139,"F",140,"F",141,"F",208,"F",207,"F",206,"F",,"A","06","F","2010","F","1","F",,"A",29088,"F",28949,"F",28809,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2911012,14,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",243,"F",244,"F",245,"F",139,"F",138,"F",137,"F",,"A","07","F","2009","F","1","F",,"A",36940,"F",36697,"F",36452,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2911162,42,0,"5","01","D","100","D",0.0859,"D",8900,"D",5,"D",183,"D",,"A",,"A",,"A",,"A",0,"D",128,"D",129,"D",130,"D",55,"D",54,"D",53,"D",,"A","09","D","2013","D","1","D",,"A",7540,"D",7411,"D",7281,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2922562,17,0,"5","01","D","100","D",0.0859,"D",20000,"D",15,"D",250,"D",,"B",,"B",,"B",,"B",52,"D",99,"D",100,"D",101,"D",99,"D",98,"D",97,"D",,"A","09","D","2007","D","1","D",,"A",13813,"D",13714,"D",13614,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2922632,34,0,"5","01","D","100","D",0.05,"D",30000,"D",10,"D",332,"D",,"B",,"B",,"B",,"B",14,"D",208,"D",209,"D",210,"D",110,"D",109,"D",108,"D",,"A","02","D","2013","D","1","D",,"A",26400,"D",26192,"D",25983,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2922642,32,0,"5","01","D","100","D",0.077,"D",29589,"D",20,"D",242,"D",,"A",,"A",,"A",,"A",0,"D",88,"D",89,"D",89,"D",154,"D",153,"D",153,"D",,"A","10","D","2007","D","1","D",,"A",23986,"D",23898,"D",23809,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2922722,45,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",243,"F",244,"F",245,"F",139,"F",138,"F",137,"F",,"A","07","F","2009","F","1","F",,"A",36940,"F",36697,"F",36452,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2923192,18,0,"5","01","D","100","D",0.09,"D",46832,"D",15,"D",475,"D",,"A",,"A",,"A",,"A",0,"D",232,"D",234,"D",235,"D",243,"D",241,"D",240,"D",,"A","08","D","2007","D","1","D",,"A",32423,"D",32191,"D",31958,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2923432,25,0,"5","01","D","100","D",0.0859,"D",20000,"D",10,"D",500,"D",,"B",,"B",,"B",,"B",251,"D",157,"D",158,"D",159,"D",92,"D",91,"D",90,"D",,"A","01","D","2010","D","1","D",,"A",12898,"D",12741,"D",12583,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2924942,19,0,"5","01","D","100","D",0.043,"D",125421,"D",20,"D",780,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",331,"D",.,"A",.,"A",449,"D",,"A","10","D","2014","D","1","D","102014","D",.,"A",.,"A",125421,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2924942,42,0,"5","01","D","100","D",0.0466,"D",25084,"F",20,"D",200,"F",,"A",,"A",,"A",,"A",39,"F",135,"F",135,"F",.,"A",26,"F",26,"F",.,"A","102014","D","08","F","1998","F","1","D",,"A",6630,"F",6495,"F",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2925042,13,0,"5","01","D","100","D",0.0859,"D",150000,"D",15,"D",1850,"D","3","D",,"A",,"A",,"A",365,"D",492,"D",495,"D",499,"D",993,"D",990,"D",986,"D",,"A","07","D","2012","D","1","D",,"A",181832,"T",181076,"T",178698,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2926952,23,0,"5","01","D","100","D",0.09,"D",8578,"D",15,"D",87,"D",,"A",,"A",,"A",,"A",0,"D",46,"D",47,"D",47,"D",41,"D",40,"D",40,"D",,"A","08","D","2006","D","1","D",,"A",5408,"D",5362,"D",5315,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2930762,31,0,"5","01","D","100","D",0.04,"D",29264,"D",7,"D",400,"D",,"A",,"A",,"A",,"A",0,"D",364,"D",366,"D",367,"D",36,"D",34,"D",33,"D",,"A","12","D","2009","D","1","D",,"A",10677,"D",10312,"D",9947,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2932015,28,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",324,"F",326,"F",328,"F",506,"F",504,"F",502,"F",,"A","09","F","2013","F","1","F",,"A",70725,"F",70401,"F",70075,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2933132,38,0,"5","01","D","100","D",0.0859,"D",9193,"D",5,"D",189,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","2005","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2945572,20,0,"5","01","D","100","D",0.0859,"D",40251,"D",10,"D",501,"D",,"A",,"A",,"A",,"A",0,"D",308,"D",311,"D",313,"D",193,"D",190,"D",188,"D",,"A","05","D","2010","D","1","D",,"A",26897,"D",26589,"D",26278,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2946442,24,0,"5","01","D","100","D",0.0514,"D",117000,"D",5,"D",2729,"T",,"A",,"A",,"A",,"A",0,"D",1364,"T",1370,"T",1377,"T",494,"D",486,"D",479,"D",,"A","08","D","2014","D","1","D",,"A",115286,"D",113565,"D",111836,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2949922,37,0,"5","01","D","100","D",0.0859,"D",35000,"D",15,"D",700,"D",,"B",,"B",,"B",,"B",353,"D",139,"D",140,"D",141,"D",208,"D",207,"D",206,"D",,"A","06","D","2010","D","1","D",,"A",29088,"D",28949,"D",28809,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2950812,83,0,"5","01","D","100","D",0.0911,"D",25000,"D",15,"D",319,"D",,"B",,"B",,"B",,"B",64,"D",86,"D",87,"D",88,"D",154,"D",153,"D",152,"D",,"A","08","D","2011","D","1","D",,"A",22226,"D",22140,"D",22053,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2951242,12,0,"5","01","D","100","D",0.0859,"D",12855,"D",10,"D",160,"D",,"A",,"A",,"A",,"A",0,"D",143,"D",144,"D",145,"D",17,"D",16,"D",15,"D",,"A","01","D","2006","D","1","D",,"A",2411,"D",2268,"D",2125,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2951882,23,0,"5","01","D","100","D",0.0859,"F",28923,"F",10,"F",360,"F",,"A",,"A",,"A",,"A",0,"F",330,"F",333,"F",335,"F",30,"F",27,"F",25,"F",,"A","07","F","2005","F","1","F",,"A",4125,"F",3795,"F",3462,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2954022,31,0,"5","01","D","100","D",0.08,"D",68000,"D",15,"D",677,"D",,"B",,"B",,"B",,"B",27,"D",502,"D",505,"D",509,"D",148,"D",145,"D",141,"D",,"A","12","D","2002","D","1","D",,"A",22216,"D",21714,"D",21209,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2974724,21,0,"1","01","D","100","D",0.0859,"F",72000,"F",10,"F",896,"F",,"A",,"A",,"A",,"A",0,"F",.,"A",29,"F",29,"F",.,"A",39,"F",39,"F",,"A","08","F","2014","F","2","F",,"A",72378,"F",72000,"F",71619,"F","01","D",,"A",,"A",,"A",0,"F",68,"F",68,"F","1","D","2","D"
"20151",2781635,20,0,"5","01","D","100","D",0.045,"D",50000,"D",15,"D",399,"D",,"B",,"B",,"B",,"B",17,"D",246,"D",247,"D",248,"D",136,"D",135,"D",134,"D",,"A","07","D","2009","D","1","D",,"A",36207,"D",35961,"D",35714,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2784345,27,0,"5","01","D","100","D",0.0859,"D",100000,"D",10,"D",1245,"D",,"A",,"A",,"A",,"A",0,"D",649,"D",653,"D",658,"D",99,"D",95,"D",90,"D",,"A","06","D","2006","D","2","D",,"A",23117,"D",22038,"D",20951,"D","01","D","1","D",,"A",,"A",748,"D",748,"D",748,"D","1","D","2","D"
"20151",2786235,35,0,"5","01","D","100","D",0.0859,"D",24890,"D",5,"D",547,"D",,"B",,"B",,"B",,"B",35,"D",.,"A",334,"D",336,"D",.,"A",178,"D",176,"D",,"A","11","D","2014","D","1","D",,"A",.,"A",24890,"D",24556,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2786305,8,0,"5","01","D","100","D",0.0525,"F",180000,"F",15,"F",1800,"F",,"B",,"B",,"B",,"B",353,"F",835,"F",838,"F",842,"F",612,"F",609,"F",605,"F",,"A","04","F","2010","F","1","F",,"A",181832,"V",181076,"V",178698,"V","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2786835,9,0,"5","01","D","100","D",0.0859,"F",19000,"F",20,"F",166,"F",,"A",,"A",,"A",,"A",0,"F",38,"F",38,"F",39,"F",128,"F",128,"F",127,"F",,"A","12","F","2011","F","1","F",,"A",17850,"F",17812,"F",17773,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2787215,61,0,"5","01","D","100","D",0.065,"D",109000,"D",15,"D",950,"D",,"A",,"A",,"A",,"A",0,"D",432,"D",434,"D",437,"D",518,"D",516,"D",513,"D",,"A","12","D","2011","D","1","D",,"A",95616,"D",95184,"D",94749,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2788785,60,0,"5","01","D","100","D",0.0675,"D",29619,"D",14,"D",273,"D",,"A",,"A",,"A",,"A",0,"D",183,"D",184,"D",185,"D",90,"D",89,"D",88,"D",,"A","09","D","2006","D","1","D",,"A",15943,"D",15760,"D",15575,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2789255,27,0,"5","01","D","100","D",0.06,"D",100000,"D",15,"D",844,"D",,"A",,"A",,"A",,"A",0,"D",536,"D",538,"D",541,"D",47,"D",45,"D",42,"D",,"A","03","D","2001","D","2","D",,"A",13720,"D",12945,"D",12166,"D","01","D","1","D",,"A",,"A",593,"D",593,"D",583,"D","1","D","2","D"
"20151",2789385,32,0,"5","01","D","100","D",0.0859,"F",35000,"F",15,"F",700,"F",,"B",,"B",,"B",,"B",353,"F",142,"F",143,"F",144,"F",205,"F",204,"F",203,"F",,"A","06","F","2010","F","1","F",,"A",28669,"F",28527,"F",28384,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2791345,12,0,"5","01","D","100","D",0.075,"D",60000,"D",15,"D",556,"D",,"C",,"C",,"C",,"C",0,"D",506,"D",509,"D",512,"D",50,"D",47,"D",44,"D",,"A","01","D","2001","D","1","D",,"A",8000,"D",7494,"D",6985,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20151",2791865,16,0,"5","01","D","100","D",0.0859,"F",10000,"F",10,"F",125,"F",,"B",,"B",,"B",,"B",1,"F",102,"F",102,"F",103,"F",22,"F",22,"F",21,"F",,"A","02","F","2007","F","1","F",,"A",3107,"F",3006,"F",2903,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2793515,27,0,"5","01","D","100","D",0.06,"D",16590,"D",15,"D",140,"D",,"A",,"A",,"A",,"A",0,"D",74,"D",74,"D",75,"D",66,"D",66,"D",65,"D",,"A","07","D","2010","D","1","D",,"A",13212,"D",13138,"D",13063,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2796055,14,0,"5","01","D","100","D",0.075,"F",60000,"F",15,"F",556,"F",,"C",,"C",,"C",,"C",0,"F",506,"F",509,"F",512,"F",50,"F",47,"F",44,"F",,"A","01","F","2001","F","1","F",,"A",8000,"F",7494,"F",6985,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20151",2796765,35,0,"5","01","D","100","D",0.0859,"D",10000,"D",10,"D",125,"D",,"B",,"B",,"B",,"B",1,"D",102,"D",102,"D",103,"D",22,"D",22,"D",21,"D",,"A","02","D","2007","D","1","D",,"A",3107,"D",3006,"D",2903,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2797585,19,0,"5","01","D","100","D",0.05,"F",25000,"F",15,"F",294,"F","3","F","4","F",,"A",,"A",96,"F",158,"F",159,"F",160,"F",40,"F",39,"F",38,"F",,"A","06","F","2004","F","1","F",,"A",9492,"F",9334,"F",9175,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2799145,38,0,"5","01","D","100","D",0.045,"D",30000,"D",8,"D",500,"D",,"B",,"B",,"B",,"B",127,"D",319,"D",320,"D",321,"D",54,"D",53,"D",52,"D",,"A","05","D","2010","D","1","D",,"A",14440,"D",14121,"D",13801,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2799325,18,0,"5","01","D","100","D",0.0859,"F",9630,"F",5,"F",198,"F",,"A",,"A",,"A",,"A",0,"F",0,"F",0,"F",0,"F",198,"F",198,"F",198,"F",,"A","05","F","2014","F","1","F",,"A",9630,"F",9630,"F",9630,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20151",2799785,18,0,"5","01","D","100","D",0.0859,"D",14343,"D",15,"D",142,"D",,"A",,"A",,"A",,"A",0,"D",57,"D",58,"D",58,"D",85,"D",84,"D",84,"D",,"A","06","D","2010","D","1","D",,"A",11819,"D",11762,"D",11704,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2799835,32,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",331,"F",333,"F",335,"F",499,"F",497,"F",495,"F",,"A","09","F","2013","F","1","F",,"A",69747,"F",69416,"F",69083,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2801015,21,0,"5","01","D","100","D",0.055,"D",148000,"D",15,"D",1458,"D","3","D","4","D",,"A",,"A",249,"D",548,"D",550,"D",553,"D",661,"D",659,"D",656,"D",,"A","04","D","2014","D","1","D",,"A",181832,"T",181076,"T",178698,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2802195,35,0,"5","01","D","100","D",0.0859,"D",4524,"D",3,"D",143,"D",,"A",,"A",,"A",,"A",0,"D",114,"D",115,"D",115,"D",29,"D",28,"D",28,"D",,"A","07","D","2014","D","1","D",,"A",4077,"D",3963,"D",3848,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2803665,34,0,"5","01","D","100","D",0.0859,"D",41615,"D",15,"D",412,"D",,"A",,"A",,"A",,"A",0,"D",132,"D",133,"D",133,"D",280,"D",279,"D",279,"D",,"A","04","D","2013","D","1","D",,"A",39171,"D",39039,"D",38907,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2804675,19,0,"5","01","D","100","D",0.056,"D",38000,"D",16,"D",589,"D","3","D","4","D",,"A",,"A",289,"D",267,"D",268,"D",269,"D",33,"D",32,"D",31,"D",,"A","01","D","2001","D","1","D",,"A",7086,"D",6819,"D",6551,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2805385,30,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",331,"F",333,"F",335,"F",499,"F",497,"F",495,"F",,"A","09","F","2013","F","1","F",,"A",69747,"F",69416,"F",69083,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2806345,27,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",246,"F",247,"F",248,"F",136,"F",135,"F",134,"F",,"A","07","F","2009","F","1","F",,"A",36207,"F",35961,"F",35714,"F","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2807895,14,0,"5","01","D","100","D",0.0859,"D",53277,"D",9,"D",710,"D",,"A",,"A",,"A",,"A",0,"D",376,"D",379,"D",382,"D",334,"D",331,"D",328,"D",,"A","05","D","2013","D","1","D",,"A",46614,"D",46238,"D",45859,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2807905,29,0,"5","01","D","100","D",0.0859,"D",21304,"D",5,"D",438,"D",,"A",,"A",,"A",,"A",0,"D",349,"D",351,"D",354,"D",89,"D",87,"D",84,"D",,"A","08","D","2012","D","1","D",,"A",12487,"D",12139,"D",11788,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2807915,48,0,"5","01","D","100","D",0.0575,"D",20567,"D",7,"D",298,"D",,"A",,"A",,"A",,"A",0,"D",208,"D",209,"D",210,"D",90,"D",89,"D",88,"D",,"A","03","D","2014","D","1","D",,"A",18737,"D",18529,"D",18320,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2808355,59,0,"5","01","D","100","D",0.0859,"F",28923,"F",10,"F",360,"F",,"A",,"A",,"A",,"A",0,"F",338,"F",340,"F",342,"F",22,"F",20,"F",18,"F",,"A","07","F","2005","F","1","F",,"A",3127,"F",2789,"F",2449,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2810865,15,0,"5","01","D","100","D",0.04,"F",240559,"V",20,"F",2729,"V","3","F",,"A",,"A",,"A",688,"F",1364,"V",1370,"V",1377,"V",224,"F",220,"F",216,"F",,"A","04","F","1999","F","1","F",,"A",67290,"F",66102,"F",64911,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2811285,18,0,"5","01","D","100","D",0.05,"D",25000,"D",15,"D",294,"D","3","D","4","D",,"A",,"A",96,"D",158,"D",159,"D",160,"D",40,"D",39,"D",38,"D",,"A","06","D","2004","D","1","D",,"A",9492,"D",9334,"D",9175,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2811675,15,0,"5","01","D","300","D",0.0859,"F",49894,"V",5,"F",864,"F",,"A",,"A",,"A",,"A",0,"F",868,"V",874,"V",880,"V",151,"F",146,"F",141,"F",,"A","03","F","2012","F","1","F",,"A",21143,"F",20430,"F",19713,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2812945,48,0,"5","02","D","300","D",0.0424,"D",12599,"D",10,"D",129,"D",,"A",,"A",,"A",,"A",0,"D",88,"D",89,"D",89,"D",41,"D",40,"D",40,"D",,"A","11","D","2013","D","1","D",,"A",11477,"D",11389,"D",11300,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2815604,19,0,"5","01","D","100","D",0.0525,"D",180000,"D",15,"D",1800,"D",,"B",,"B",,"B",,"B",353,"D",835,"D",838,"D",842,"D",612,"D",609,"D",605,"D",,"A","04","D","2010","D","1","D",,"A",181832,"T",181076,"T",178698,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2816664,25,0,"5","01","D","100","D",0.0859,"D",48205,"D",10,"D",600,"D",,"A",,"A",,"A",,"A",0,"D",327,"D",330,"D",332,"D",273,"D",270,"D",268,"D",,"A","11","D","2011","D","1","D",,"A",38106,"D",37779,"D",37449,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2819094,20,0,"5","01","D","100","D",0.0859,"D",3000,"D",3,"D",120,"D",,"B",,"B",,"B",,"B",25,"D",78,"D",78,"D",79,"D",17,"D",17,"D",16,"D",,"A","02","D","2014","D","1","D",,"A",2397,"D",2319,"D",2241,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20151",2820054,20,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",331,"F",333,"F",335,"F",499,"F",497,"F",495,"F",,"A","09","F","2013","F","1","F",,"A",69747,"F",69416,"F",69083,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2820444,31,0,"5","01","D","100","D",0.06,"D",46553,"D",5,"D",900,"D",,"A",,"A",,"A",,"A",0,"D",705,"D",708,"D",712,"D",195,"D",192,"D",188,"D",,"A","11","D","2013","D","1","D",,"A",39027,"D",38322,"D",37614,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2820574,19,0,"5","01","D","100","D",0.0859,"D",60000,"D",15,"D",700,"D","3","D","4","D","5","D","6","D",106,"D",322,"D",324,"D",326,"D",272,"D",270,"D",268,"D",,"A","12","D","2006","D","1","D",,"A",38050,"D",37728,"D",37404,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2820834,20,0,"5","01","D","100","D",0.0859,"D",191208,"D",15,"D",1893,"D",,"A",,"A",,"A",,"A",0,"D",1364,"T",1370,"T",1377,"T",677,"D",668,"D",659,"D",,"A","12","D","2004","D","1","D",,"A",94514,"D",93298,"D",92073,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2821974,30,0,"5","01","D","100","D",0.0859,"F",150000,"F",15,"F",1850,"F","3","F",,"A",,"A",,"A",365,"F",502,"F",506,"F",509,"F",983,"F",979,"F",976,"F",,"A","07","F","2012","F","1","F",,"A",137300,"F",136798,"F",136292,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2822644,37,0,"5","01","D","100","D",0.1,"D",17000,"D",7,"D",400,"D",,"B",,"B",,"B",,"B",118,"D",255,"D",257,"D",259,"D",27,"D",25,"D",23,"D",,"A","10","D","2008","D","1","D",,"A",3232,"D",2977,"D",2719,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20151",2823224,20,0,"5","01","D","100","D",0.049,"D",39300,"D",20,"D",257,"D",,"A",,"A",,"A",,"A",0,"D",110,"D",111,"D",111,"D",147,"D",147,"D",146,"D",,"A","02","D","2012","D","1","D",,"A",35891,"D",35780,"D",35669,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2823994,19,0,"5","01","D","100","D",0.0859,"D",55000,"D",15,"D",650,"D",,"A","4","D",,"A",,"A",105,"D",320,"D",322,"D",325,"D",225,"D",223,"D",220,"D",,"A","01","D","2006","D","1","D",,"A",31439,"D",31119,"D",30797,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2838534,38,0,"5","01","D","100","D",0.0859,"D",43434,"D",5,"D",893,"D",,"A",,"A",,"A",,"A",0,"D",737,"D",742,"D",747,"D",156,"D",151,"D",146,"D",,"A","02","D","2012","D","1","D",,"A",21853,"D",21117,"D",20375,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2839344,45,0,"5","01","D","100","D",0.045,"D",15000,"D",10,"D",238,"D",,"B",,"B",,"B",,"B",83,"D",106,"D",106,"D",107,"D",49,"D",49,"D",48,"D",,"A","04","D","2013","D","1","D",,"A",13059,"D",12953,"D",12847,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2842854,34,0,"5","01","D","100","D",0.0859,"D",113684,"D",10,"D",1415,"D",,"A",,"A",,"A",,"A",0,"D",916,"D",922,"D",929,"D",499,"D",493,"D",486,"D",,"A","12","D","2009","D","1","D",,"A",69739,"D",68823,"D",67900,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2844404,35,0,"5","01","D","100","D",0.0859,"D",25959,"D",15,"D",257,"D",,"A",,"A",,"A",,"A",0,"D",78,"D",79,"D",79,"D",179,"D",178,"D",178,"D",,"A","10","D","2013","D","1","D",,"A",24993,"D",24915,"D",24836,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2845404,14,0,"5","01","D","100","D",0.05,"D",7543,"D",10,"D",80,"D",,"A",,"A",,"A",,"A",0,"D",57,"D",57,"D",58,"D",23,"D",23,"D",22,"D",,"A","08","D","2011","D","1","D",,"A",5491,"D",5434,"D",5376,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2846134,29,0,"5","01","D","100","D",0.0859,"D",58500,"D",20,"D",511,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",,"A","06","D","2004","D","2","D",,"A",58500,"D",58500,"D",58500,"D","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20151",2846454,22,0,"5","01","D","100","D",0.06,"F",100000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"F",101,"F",101,"F",102,"F",589,"F",589,"F",588,"F",,"A","07","F","2009","F","2","D",,"A",93981,"F",93880,"F",93778,"F","01","D",,"C",,"C",,"C",690,"F",690,"F",690,"F",,"C","2","D"
