"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPREGY","VOPREGY_","VOPMO_C","VOPMO_C_","VOPREGX","VOPREGX_","VOPRGY1","VOPRGY1_","VOPRGY2","VOPRGY2_","VOPRGY3","VOPRGY3_","VOPRGY4","VOPRGY4_"
"20141",2714353,36,0,"1","410","D","10","D",18,"D",,"A",,"A",,"A",,"A"
"20141",2714393,25,0,"1","420","D","12","D",78,"D",,"A",,"A",,"A",,"A"
"20141",2714393,26,0,"2","420","D","10","D",78,"D",,"A",,"A",,"A",,"A"
"20141",2714463,63,0,"1","420","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2714503,22,0,"1","420","D","12","D",79,"D",,"A",,"A",,"A",,"A"
"20141",2714613,39,0,"1","420","D","12","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2714703,42,0,"1","420","D","10","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2715055,30,0,"1","420","D","12","D",111,"D",,"A",,"A",,"A",,"A"
"20141",2715103,43,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2715163,30,0,"1","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2715233,54,0,"1","420","D","10","D",44,"D",,"A",,"A",,"A",,"A"
"20141",2715303,42,0,"1","400","D","11","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2715323,43,0,"1","420","D","12","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2715483,42,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2715513,51,0,"1","420","D","10","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2715535,31,0,"1","400","D","12","D",29,"D",,"A",,"A",,"A",,"A"
"20141",2715663,88,0,"1","410","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2715803,22,0,"1","420","D","12","D",26,"D",,"A",,"A",,"A",,"A"
"20141",2715813,43,0,"1","410","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2715813,44,0,"1","420","D","11","D",180,"D",,"A",,"A",,"A",,"A"
"20141",2715813,45,0,"2","420","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2715823,33,0,"1","420","D","11","D",105,"D",,"A",,"A",,"A",,"A"
"20141",2715823,34,0,"1","420","D","10","D",100,"D",,"A",,"A",,"A",,"A"
"20141",2715823,35,0,"1","410","D","11","D",67,"D",,"A",,"A",,"A",,"A"
"20141",2715823,36,0,"1","410","D","11","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2715943,57,0,"1","420","D","12","D",54,"D",,"A",,"A",,"A",,"A"
"20141",2715943,58,0,"1","400","D","11","D",56,"D",,"A",,"A",,"A",,"A"
"20141",2715973,24,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2716073,29,0,"1","410","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2716463,43,0,"1","410","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2716463,44,0,"1","410","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2716463,45,0,"1","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2716463,46,0,"1","420","D","11","D",85,"D",,"A",,"A",,"A",,"A"
"20141",2716483,35,0,"1","400","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2716483,36,0,"1","420","D","12","D",93,"D",,"A",,"A",,"A",,"A"
"20141",2716543,17,0,"1","410","D","10","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2716543,18,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2716573,48,0,"1","420","D","12","D",310,"D",,"A",,"A",,"A",,"A"
"20141",2716673,34,0,"1","405","D","11","D",50,"F",,"A",,"A",,"A",,"A"
"20141",2716743,38,0,"1","420","D","12","D",86,"D",,"A",,"A",,"A",,"A"
"20141",2716803,23,0,"1","430","D","11","D",.,"H","400","D","425","D",,"A",,"A"
"20141",2716803,23,1,"1","400","D","11","D",26,"E",,"A",,"A",,"A",,"A"
"20141",2716803,23,2,"1","420","D","11","D",49,"E",,"A",,"A",,"A",,"A"
"20141",2716883,12,0,"1","420","D","12","D",100,"D",,"A",,"A",,"A",,"A"
"20141",2716883,13,0,"1","400","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2716953,27,0,"1","410","D","10","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2717043,37,0,"1","400","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2717093,61,0,"1","420","D","10","D",273,"D",,"A",,"A",,"A",,"A"
"20141",2717103,31,0,"1","420","D","10","D",128,"D",,"A",,"A",,"A",,"A"
"20141",2717103,32,0,"1","420","D","11","D",128,"D",,"A",,"A",,"A",,"A"
"20141",2717123,41,0,"1","400","D","12","D",32,"D",,"A",,"A",,"A",,"A"
"20141",2717233,40,0,"1","420","D","11","D",69,"D",,"A",,"A",,"A",,"A"
"20141",2717293,10,0,"2","400","D","10","D",13,"D",,"A",,"A",,"A",,"A"
"20141",2717513,38,0,"1","410","D","10","D",13,"D",,"A",,"A",,"A",,"A"
"20141",2717684,20,0,"1","400","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2717684,21,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2717883,28,0,"1","400","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2717883,29,0,"1","420","D","12","D",100,"D",,"A",,"A",,"A",,"A"
"20141",2717893,40,0,"1","420","D","10","D",162,"D",,"A",,"A",,"A",,"A"
"20141",2717893,41,0,"1","420","D","11","D",195,"D",,"A",,"A",,"A",,"A"
"20141",2717953,64,0,"1","420","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2718123,29,0,"2","420","D","10","D",58,"D",,"A",,"A",,"A",,"A"
"20141",2718133,22,0,"1","420","D","12","D",88,"D",,"A",,"A",,"A",,"A"
"20141",2718133,23,0,"1","400","D","12","D",27,"D",,"A",,"A",,"A",,"A"
"20141",2718233,59,0,"1","420","D","11","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2718963,46,0,"1","400","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2719003,63,0,"1","400","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2719003,64,0,"1","410","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2719093,71,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2719203,44,0,"2","420","D","10","D",14,"D",,"A",,"A",,"A",,"A"
"20141",2719273,22,0,"1","405","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2719323,87,0,"2","410","D","10","D",12,"D",,"A",,"A",,"A",,"A"
"20141",2719323,88,0,"2","420","D","10","D",96,"D",,"A",,"A",,"A",,"A"
"20141",2719403,42,0,"1","400","D","11","D",34,"D",,"A",,"A",,"A",,"A"
"20141",2719423,35,0,"1","400","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2719483,53,0,"1","420","D","12","D",429,"D",,"A",,"A",,"A",,"A"
"20141",2719493,52,0,"1","420","D","12","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2719583,34,0,"1","430","D","10","D",.,"H","405","D","410","D",,"A",,"A"
"20141",2719583,34,1,"1","405","D","10","D",74,"E",,"A",,"A",,"A",,"A"
"20141",2719583,34,2,"1","410","D","10","D",88,"E",,"A",,"A",,"A",,"A"
"20141",2719583,35,0,"1","420","D","10","D",32,"D",,"A",,"A",,"A",,"A"
"20141",2719593,27,0,"2","420","D","10","D",55,"D",,"A",,"A",,"A",,"A"
"20141",2719605,18,0,"1","420","D","12","D",43,"D",,"A",,"A",,"A",,"A"
"20141",2719623,34,0,"1","420","D","11","D",19,"D",,"A",,"A",,"A",,"A"
"20141",2719873,74,0,"2","420","D","10","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2719933,34,0,"1","430","D","10","D",.,"H","425","D","415","D",,"A",,"A"
"20141",2719933,34,1,"1","420","D","10","D",55,"E",,"A",,"A",,"A",,"A"
"20141",2719933,34,2,"1","420","D","10","D",55,"E",,"A",,"A",,"A",,"A"
"20141",2719943,37,0,"1","420","D","12","D",400,"D",,"A",,"A",,"A",,"A"
"20141",2719943,38,0,"1","405","D","11","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2719973,37,0,"1","410","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2720063,43,0,"1","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20141",2720213,88,0,"1","410","D","11","D",70,"D",,"A",,"A",,"A",,"A"
"20141",2720253,26,0,"1","420","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20141",2720273,11,0,"2","400","D","10","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2720293,40,0,"1","400","D","10","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2720293,41,0,"1","410","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2720293,42,0,"2","400","D","10","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2720403,30,0,"1","410","D","12","D",29,"D",,"A",,"A",,"A",,"A"
"20141",2720403,31,0,"1","420","D","11","D",90,"D",,"A",,"A",,"A",,"A"
"20141",2720463,39,0,"2","400","D","10","D",11,"D",,"A",,"A",,"A",,"A"
"20141",2720473,48,0,"1","420","D","10","D",103,"D",,"A",,"A",,"A",,"A"
"20141",2720553,44,0,"1","400","D","11","D",29,"D",,"A",,"A",,"A",,"A"
"20141",2720583,27,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2720793,19,0,"1","400","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2720923,60,0,"2","420","D","10","D",62,"F",,"A",,"A",,"A",,"A"
"20141",2721003,25,0,"1","400","D","12","D",180,"D",,"A",,"A",,"A",,"A"
"20141",2721203,36,0,"1","405","D","12","D",265,"D",,"A",,"A",,"A",,"A"
"20141",2721253,48,0,"2","410","D","10","D",21,"D",,"A",,"A",,"A",,"A"
"20141",2721263,28,0,"1","410","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2721413,28,0,"1","410","D","12","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2721503,55,0,"1","410","D","12","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2721503,56,0,"1","410","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2721603,34,0,"1","410","D","12","D",28,"D",,"A",,"A",,"A",,"A"
"20141",2721603,35,0,"1","420","D","12","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2721883,43,0,"1","420","D","12","D",169,"D",,"A",,"A",,"A",,"A"
"20141",2721883,44,0,"2","420","D","10","D",108,"D",,"A",,"A",,"A",,"A"
"20141",2721973,36,0,"1","420","D","11","D",85,"D",,"A",,"A",,"A",,"A"
"20141",2721973,37,0,"1","420","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2721973,38,0,"1","410","D","12","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2721973,39,0,"1","400","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2722163,52,0,"1","405","D","12","D",89,"D",,"A",,"A",,"A",,"A"
"20141",2722283,34,0,"2","420","D","10","D",54,"D",,"A",,"A",,"A",,"A"
"20141",2722343,27,0,"1","420","D","12","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2722403,77,0,"1","420","D","11","D",124,"D",,"A",,"A",,"A",,"A"
"20141",2722413,43,0,"1","420","D","11","D",143,"D",,"A",,"A",,"A",,"A"
"20141",2722453,33,0,"1","420","D","11","D",220,"D",,"A",,"A",,"A",,"A"
"20141",2722543,59,0,"1","400","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2722543,60,0,"1","410","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2722673,47,0,"1","420","D","10","D",1290,"D",,"A",,"A",,"A",,"A"
"20141",2722673,48,0,"2","410","D","10","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2722703,23,0,"1","420","D","10","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2722773,34,0,"1","410","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2722805,34,0,"2","405","D","10","D",82,"D",,"A",,"A",,"A",,"A"
"20141",2722823,52,0,"1","420","D","12","D",34,"D",,"A",,"A",,"A",,"A"
"20141",2722883,52,0,"1","405","D","11","D",62,"D",,"A",,"A",,"A",,"A"
"20141",2722983,78,0,"1","410","D","12","D",53,"D",,"A",,"A",,"A",,"A"
"20141",2723003,39,0,"2","420","D","10","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2723103,44,0,"1","420","D","12","D",186,"D",,"A",,"A",,"A",,"A"
"20141",2723103,45,0,"2","410","D","10","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2723113,19,0,"1","420","D","12","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2723113,20,0,"1","410","D","12","D",5,"D",,"A",,"A",,"A",,"A"
"20141",2723173,39,0,"1","420","D","11","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2723213,33,0,"1","420","D","12","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2723243,50,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2723243,51,0,"2","410","D","10","D",57,"D",,"A",,"A",,"A",,"A"
"20141",2723243,52,0,"2","420","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2723373,82,0,"1","400","D","10","D",10,"D",,"A",,"A",,"A",,"A"
"20141",2723373,83,0,"1","420","D","12","D",47,"D",,"A",,"A",,"A",,"A"
"20141",2723503,41,0,"2","405","D","10","D",79,"D",,"A",,"A",,"A",,"A"
"20141",2723603,37,0,"1","420","D","11","D",217,"F",,"A",,"A",,"A",,"A"
"20141",2723743,42,0,"2","420","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2723893,75,0,"1","420","D","12","D",38,"D",,"A",,"A",,"A",,"A"
"20141",2723893,76,0,"1","420","D","12","D",56,"D",,"A",,"A",,"A",,"A"
"20141",2723933,42,0,"1","420","D","12","D",109,"D",,"A",,"A",,"A",,"A"
"20141",2723973,62,0,"1","420","D","10","D",216,"D",,"A",,"A",,"A",,"A"
"20141",2723973,63,0,"2","420","D","10","D",206,"D",,"A",,"A",,"A",,"A"
"20141",2724203,36,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2724373,48,0,"1","420","D","11","D",47,"D",,"A",,"A",,"A",,"A"
"20141",2724433,21,0,"1","410","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2724503,44,0,"1","420","D","10","D",900,"D",,"A",,"A",,"A",,"A"
"20141",2724683,36,0,"1","420","D","12","D",180,"D",,"A",,"A",,"A",,"A"
"20141",2724773,47,0,"1","420","D","12","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2724793,48,0,"1","420","D","01","D",170,"D",,"A",,"A",,"A",,"A"
"20141",2724803,55,0,"1","400","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2724863,30,0,"1","420","D","12","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2724893,37,0,"1","410","D","01","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2724893,38,0,"1","420","D","01","D",146,"D",,"A",,"A",,"A",,"A"
"20141",2724903,69,0,"1","420","D","01","D",83,"D",,"A",,"A",,"A",,"A"
"20141",2725273,30,0,"1","420","D","01","D",170,"D",,"A",,"A",,"A",,"A"
"20141",2725283,23,0,"1","420","D","11","D",250,"D",,"A",,"A",,"A",,"A"
"20141",2725323,28,0,"1","420","D","11","D",84,"D",,"A",,"A",,"A",,"A"
"20141",2725333,24,0,"1","420","D","01","D",64,"D",,"A",,"A",,"A",,"A"
"20141",2725383,30,0,"1","420","D","12","D",72,"D",,"A",,"A",,"A",,"A"
"20141",2725413,73,0,"2","400","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2725463,34,0,"1","420","D","01","D",350,"D",,"A",,"A",,"A",,"A"
"20141",2725493,30,0,"1","420","D","12","D",47,"D",,"A",,"A",,"A",,"A"
"20141",2725503,58,0,"1","400","D","12","D",24,"D",,"A",,"A",,"A",,"A"
"20141",2725524,24,0,"1","420","D","01","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2725553,34,0,"1","405","D","01","D",304,"D",,"A",,"A",,"A",,"A"
"20141",2725623,26,0,"2","420","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2725773,24,0,"1","410","D","11","D",29,"D",,"A",,"A",,"A",,"A"
"20141",2725893,21,0,"1","420","D","01","D",201,"D",,"A",,"A",,"A",,"A"
"20141",2725953,36,0,"1","410","D","01","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2726133,71,0,"1","400","D","11","D",70,"D",,"A",,"A",,"A",,"A"
"20141",2726153,41,0,"1","410","D","01","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2726153,42,0,"1","420","D","01","D",230,"D",,"A",,"A",,"A",,"A"
"20141",2726203,31,0,"1","420","D","11","D",210,"D",,"A",,"A",,"A",,"A"
"20141",2726243,43,0,"1","420","D","12","D",66,"D",,"A",,"A",,"A",,"A"
"20141",2726283,14,0,"1","400","D","11","D",58,"D",,"A",,"A",,"A",,"A"
"20141",2726314,23,0,"1","420","D","12","D",139,"D",,"A",,"A",,"A",,"A"
"20141",2726314,24,0,"1","410","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2726314,25,0,"1","420","D","12","D",6,"D",,"A",,"A",,"A",,"A"
"20141",2726323,33,0,"2","420","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2726343,52,0,"1","400","D","01","D",50,"F",,"A",,"A",,"A",,"A"
"20141",2726343,53,0,"1","420","D","01","D",80,"F",,"A",,"A",,"A",,"A"
"20141",2726603,62,0,"1","420","D","01","D",137,"D",,"A",,"A",,"A",,"A"
"20141",2726713,22,0,"1","410","D","01","D",700,"D",,"A",,"A",,"A",,"A"
"20141",2726713,23,0,"1","420","D","01","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2726753,19,0,"1","430","D","11","D",.,"H","405","D","415","D",,"A",,"A"
"20141",2726753,19,1,"1","420","D","11","D",125,"E",,"A",,"A",,"A",,"A"
"20141",2726773,36,0,"1","410","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2726773,37,0,"1","405","D","12","D",360,"D",,"A",,"A",,"A",,"A"
"20141",2727103,58,0,"1","400","D","01","D",5,"D",,"A",,"A",,"A",,"A"
"20141",2727203,45,0,"1","400","D","01","D",33,"D",,"A",,"A",,"A",,"A"
"20141",2727453,39,0,"2","420","D","11","D",350,"D",,"A",,"A",,"A",,"A"
"20141",2727493,41,0,"1","420","D","12","D",1100,"D",,"A",,"A",,"A",,"A"
"20141",2727493,42,0,"1","410","D","12","D",90,"D",,"A",,"A",,"A",,"A"
"20141",2727563,48,0,"1","400","D","01","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2727593,54,0,"1","420","D","11","D",120,"D",,"A",,"A",,"A",,"A"
"20141",2727743,50,0,"1","410","D","01","D",16,"D",,"A",,"A",,"A",,"A"
"20141",2727753,53,0,"1","420","D","12","D",119,"D",,"A",,"A",,"A",,"A"
"20141",2727863,29,0,"1","405","D","01","D",150,"D",,"A",,"A",,"A",,"A"
"20141",2727983,39,0,"1","420","D","01","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2727993,33,0,"1","410","D","01","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2728033,47,0,"1","410","D","01","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2728043,29,0,"1","420","D","01","D",96,"D",,"A",,"A",,"A",,"A"
"20141",2728083,35,0,"1","400","D","01","D",32,"D",,"A",,"A",,"A",,"A"
"20141",2728083,36,0,"1","420","D","12","D",424,"D",,"A",,"A",,"A",,"A"
"20141",2728093,50,0,"1","400","D","01","D",28,"D",,"A",,"A",,"A",,"A"
"20141",2728093,51,0,"1","430","D","01","D",.,"H","410","D","415","D",,"A",,"A"
"20141",2728093,51,1,"1","410","D","01","D",77,"E",,"A",,"A",,"A",,"A"
"20141",2728093,51,2,"1","420","D","01","D",203,"E",,"A",,"A",,"A",,"A"
"20141",2728173,81,0,"1","420","D","12","D",45,"D",,"A",,"A",,"A",,"A"
"20141",2728393,37,0,"1","420","D","12","D",204,"D",,"A",,"A",,"A",,"A"
"20141",2728483,40,0,"1","420","D","01","D",69,"D",,"A",,"A",,"A",,"A"
"20141",2728503,64,0,"1","420","D","11","D",72,"D",,"A",,"A",,"A",,"A"
"20141",2728503,65,0,"1","420","D","12","D",28,"D",,"A",,"A",,"A",,"A"
"20141",2728503,66,0,"1","420","D","12","D",38,"D",,"A",,"A",,"A",,"A"
"20141",2728583,36,0,"1","420","D","11","D",104,"D",,"A",,"A",,"A",,"A"
"20141",2728773,42,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2728953,17,0,"1","410","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2728973,33,0,"1","420","D","11","D",60,"D",,"A",,"A",,"A",,"A"
"20141",2729063,19,0,"1","420","D","11","D",42,"D",,"A",,"A",,"A",,"A"
"20141",2729074,19,0,"1","410","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20141",2729074,20,0,"1","405","D","11","D",480,"D",,"A",,"A",,"A",,"A"
"20141",2729074,21,0,"1","420","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2729253,52,0,"1","420","D","01","D",101,"D",,"A",,"A",,"A",,"A"
"20141",2729253,53,0,"1","420","D","01","D",41,"D",,"A",,"A",,"A",,"A"
"20141",2729283,51,0,"1","420","D","01","D",65,"F",,"A",,"A",,"A",,"A"
"20141",2729383,9,0,"1","400","D","01","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2729433,36,0,"2","420","D","11","D",76,"D",,"A",,"A",,"A",,"A"
"20141",2729443,59,0,"1","410","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2729443,60,0,"1","420","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2729573,37,0,"1","420","D","12","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2729623,22,0,"1","400","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2729623,23,0,"1","420","D","12","D",418,"D",,"A",,"A",,"A",,"A"
"20141",2729733,27,0,"1","410","D","01","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2729733,28,0,"1","420","D","01","D",360,"D",,"A",,"A",,"A",,"A"
"20141",2730043,33,0,"1","400","D","01","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2730063,32,0,"1","410","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20141",2730063,33,0,"1","420","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20141",2730213,43,0,"1","420","D","01","D",2,"D",,"A",,"A",,"A",,"A"
"20141",2730273,58,0,"1","430","D","01","D",.,"H","425","D","415","D",,"A",,"A"
"20141",2730273,58,1,"1","420","D","01","D",150,"E",,"A",,"A",,"A",,"A"
"20141",2730273,58,2,"1","420","D","01","D",150,"E",,"A",,"A",,"A",,"A"
"20141",2730493,62,0,"1","420","D","01","D",180,"D",,"A",,"A",,"A",,"A"
"20141",2730503,49,0,"1","405","D","12","D",980,"D",,"A",,"A",,"A",,"A"
"20141",2730503,50,0,"1","405","D","12","D",300,"D",,"A",,"A",,"A",,"A"
"20141",2730523,43,0,"1","410","D","12","D",32,"D",,"A",,"A",,"A",,"A"
"20141",2730633,57,0,"1","410","D","12","D",29,"D",,"A",,"A",,"A",,"A"
"20141",2730653,41,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2730653,42,0,"2","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2730743,24,0,"1","420","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20141",2730813,33,0,"1","410","D","12","D",32,"D",,"A",,"A",,"A",,"A"
"20141",2730845,60,0,"1","420","D","01","D",178,"D",,"A",,"A",,"A",,"A"
"20141",2730853,31,0,"1","400","D","11","D",27,"D",,"A",,"A",,"A",,"A"
"20141",2730853,32,0,"2","420","D","11","D",54,"D",,"A",,"A",,"A",,"A"
"20141",2730883,86,0,"1","420","D","01","D",530,"D",,"A",,"A",,"A",,"A"
"20141",2730903,17,0,"1","420","D","01","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2730913,46,0,"1","420","D","01","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2730913,47,0,"1","405","D","01","D",400,"D",,"A",,"A",,"A",,"A"
"20141",2730913,48,0,"2","420","D","11","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2730913,49,0,"2","405","D","11","D",525,"D",,"A",,"A",,"A",,"A"
"20141",2730953,33,0,"1","420","D","01","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2730953,34,0,"1","410","D","01","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2731023,65,0,"1","420","D","11","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2731023,66,0,"2","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2731223,58,0,"2","400","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2731303,30,0,"1","420","D","01","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2731303,31,0,"1","405","D","01","D",200,"D",,"A",,"A",,"A",,"A"
"20141",2731463,55,0,"2","410","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2731603,61,0,"1","400","D","12","D",70,"D",,"A",,"A",,"A",,"A"
"20141",2731613,23,0,"1","420","D","12","D",63,"D",,"A",,"A",,"A",,"A"
"20141",2731693,45,0,"1","420","D","01","D",276,"D",,"A",,"A",,"A",,"A"
"20141",2731703,18,0,"1","420","D","01","D",80,"D",,"A",,"A",,"A",,"A"
"20141",2731733,21,0,"1","420","D","01","D",398,"F",,"A",,"A",,"A",,"A"
"20141",2731753,34,0,"2","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20141",2731803,58,0,"1","420","D","12","D",437,"D",,"A",,"A",,"A",,"A"
"20141",2732053,26,0,"2","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2732233,47,0,"1","410","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20141",2732233,48,0,"1","420","D","12","D",70,"D",,"A",,"A",,"A",,"A"
"20141",2732303,32,0,"1","420","D","01","D",25,"D",,"A",,"A",,"A",,"A"
"20141",2732323,33,0,"1","420","D","11","D",140,"D",,"A",,"A",,"A",,"A"
"20141",2732393,27,0,"1","405","D","11","D",250,"D",,"A",,"A",,"A",,"A"
"20141",2732403,52,0,"1","400","D","01","D",18,"D",,"A",,"A",,"A",,"A"
"20141",2732413,20,0,"2","420","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20141",2732433,35,0,"1","410","D","01","D",65,"D",,"A",,"A",,"A",,"A"
"20141",2732433,36,0,"1","420","D","01","D",175,"D",,"A",,"A",,"A",,"A"
"20141",2732593,53,0,"1","420","D","12","D",343,"D",,"A",,"A",,"A",,"A"
"20141",2732593,54,0,"1","410","D","01","D",20,"D",,"A",,"A",,"A",,"A"
"20141",2732593,55,0,"2","420","D","11","D",243,"D",,"A",,"A",,"A",,"A"
"20141",2732833,24,0,"1","430","D","11","D",.,"H","415","D","410","D",,"A",,"A"
"20141",2732833,24,1,"1","420","D","11","D",62,"E",,"A",,"A",,"A",,"A"
"20141",2732833,24,2,"1","410","D","11","D",24,"E",,"A",,"A",,"A",,"A"
"20141",2732993,31,0,"1","420","D","11","D",180,"D",,"A",,"A",,"A",,"A"
"20141",2733064,26,0,"2","420","D","11","D",101,"D",,"A",,"A",,"A",,"A"
